444 4
0.000244141 -0.499756 | 0.054781 
1.87476 2.37476 | -0.00764165 -4.20759 -18.4251 -0.0288665 
1.81226 2.31226 | -0.00862541 -3.61109 24.0373 
1.75024 2.37524 | -0.00666521 -4.53764 87.2943 
1.74976 2.49976 | -0.00357915 -6.05682 100.206 
1.62036 2.37134 | -0.00541987 -5.05898 196.243 
1.74976 2.24976 | -0.00945293 -3.08838 75.2057 
1.62036 2.12036 | -0.0106695 -2.2407 171.146 
1.75024 2.00024 | -0.0140733 -0.435622 49.7943 
1.75024 2.12524 | -0.0119164 -1.72484 62.2943 
1.81274 2.18774 | -0.0112439 -2.20907 11.161 
1.87524 2.12524 | -0.0128846 -1.39974 -43.7017 -0.204417 
1.99976 2.12476 | -0.0135473 -1.28647 -87.5242 -0.357851 
1.93726 2.06226 | -0.0143748 -0.659587 -82.2661 -0.382524 
1.93774 2.00024 | -0.0154083 -0.0293568 -88.6434 -0.456242 
1.99976 1.99976 | -0.0157029 0.00244084 
1.81079 1.96216 | -0.0151763 0.126227 
1.90747 1.79517 | -0.018102 1.88399 
1.7688 1.5896 | -0.0191228 3.31172 
1.60083 1.50122 | -0.0180026 3.25934 
1.74194 1.85278 | -0.0161406 0.955533 
1.63013 1.92603 | -0.0139813 -0.223977 145.195 
1.69751 1.94409 | -0.0144383 -0.0841513 92.9867 
1.59448 1.89429 | -0.0140131 -0.112785 163.762 
1.46558 1.86401 | -0.0126971 -0.669762 182.908 
1.28882 1.83374 | -0.0101812 -1.91886 69.6102 
1.21167 1.93677 | -0.00730377 -3.6934 7.91425 
1.17261 1.98706 | -0.00575 -4.62504 -21.3797 -0.000152674 
1.00269 1.99683 | -0.00181506 -6.87548 -100.296 -3.0594e-09 
1.06567 1.84302 | -0.00549833 -4.55404 -103.1 -9.83367e-06 
1.198 1.77808 | -0.0091182 -2.3706 -20.3211 -0.00171048 
1.00366 1.66431 | -0.00603195 -3.81847 -133.529 -0.000217633 
1.12622 1.57886 | -0.00953465 -1.53399 -97.3513 -0.022972 
1.21558 1.51685 | -0.0118052 -0.0251129 -30.4922 -0.218848 
1.34058 1.54565 | -0.0139191 1.00766 
1.32788 1.61353 | -0.013184 0.354227 
1.2644 1.64966 | -0.0117247 -0.561077 28.5365 
1.33521 1.74683 | -0.0120311 -0.697617 101.215 
1.41724 1.68286 | -0.0140413 0.561517 
1.49536 1.69409 | -0.0150936 1.05666 
1.47192 1.552 | -0.01596 2.04167 
1.36646 1.31909 | -0.0154102 2.86264 
1.21167 1.43677 | -0.0121714 0.523523 
1.09546 1.48804 | -0.00947024 -1.21754 -125.004 -0.0650195 
1.02075 1.42749 | -0.00807622 -1.75353 -155.975 -0.0525774 
1.00269 1.26392 | -0.00812353 -0.900905 -173.587 -0.376651 
1.1189 1.27466 | -0.0107564 0.546843 
1.14233 1.29614 | -0.011221 0.691765 
1.23511 1.28149 | -0.0131234 1.83151 
1.1731 1.21997 | -0.0119507 1.53077 
1.35278 1.24194 | -0.0153046 3.23499 
1.64722 1.13208 | -0.0193982 5.93171 
1.65649 1.48755 | -0.0187192 3.64858 
2.00024 1.00024 | -0.021702 7.49878 
2.34204 1.32104 | -0.0221517 4.82466 
2.52905 1.08911 | -0.0212943 5.09086 
2.93237 1.02368 | -0.0168254 1.34325 
2.90259 1.18921 | -0.0175625 0.80706 
2.81323 1.37085 | -0.0184476 0.709241 
2.89819 1.26978 | -0.0175766 0.366736 
2.93774 1.30054 | -0.0169563 -0.335187 -158.604 -0.0218279 
2.97974 1.41382 | -0.0159629 -1.66306 -157.4 -0.0773468 
2.8562 1.41138 | -0.0177472 -0.0707987 -101.666 -0.0726545 
2.75562 1.43677 | -0.0188523 0.874286 
2.70093 1.47241 | -0.0192486 1.1682 
2.50024 1.50024 | -0.0206971 2.63536 
2.67114 1.65112 | -0.0182451 0.0564792 
2.6897 1.74585 | -0.0171224 -0.923327 80.0931 
2.73804 1.60669 | -0.0179512 -0.236258 21.9605 
2.6604 1.60132 | -0.0187698 0.560777 
2.6731 1.53442 | -0.0191434 0.967624 
2.75024 1.50024 | -0.0185708 0.464375 
2.81274 1.56274 | -0.0174296 -0.692597 -51.3133 -0.230361 
2.87524 1.50024 | -0.017039 -0.946639 -106.182 -0.155087 
2.87524 1.62524 | -0.0161321 -1.92335 -93.6821 -0.345836 
2.87476 1.74976 | -0.0149247 -2.96799 -80.9055 -0.607275 
2.81226 1.68726 | -0.0163772 -1.69874 -38.437 -0.453059 
2.75024 1.68774 | -0.0170934 -1.02999 18.5721 
2.75024 1.75024 | -0.0164446 -1.56718 24.8221 
2.76294 1.80981 | -0.0156123 -2.23077 18.8278 
2.79907 1.82056 | -0.0150602 -2.72021 -13.4367 -0.724196 
2.86938 1.77612 | -0.0147001 -3.13535 -74.6235 -0.663625 
2.89136 1.84839 | -0.0135162 -4.05884 -81.5294 -0.819614 
2.95483 1.93286 | -0.0114314 -5.67119 -100.705 -0.961419 
2.88403 1.96167 | -0.0120196 -5.04756 -65.724 -0.962706 
2.81616 1.88257 | -0.0140444 -3.486 -22.2918 -0.841917 
2.76392 1.87622 | -0.0147472 -2.85306 24.5513 
2.7981 1.9812 | -0.0128201 -4.23621 3.50557 
2.6853 1.81519 | -0.0163603 -1.49863 90.8527 
2.49976 1.99976 | -0.0152054 -1.73197 199.975 
2.37476 1.99976 | -0.0157985 -0.97285 155.866 
2.37476 1.87476 | -0.0176416 0.237935 
2.36841 1.75708 | -0.019113 1.33914 
2.49976 1.74976 | -0.0185791 0.61147 
2.40063 1.59448 | -0.0205413 2.52942 
2.24976 1.74976 | -0.0194529 1.91271 
2.00024 1.75024 | -0.0190733 2.34161 
2.12524 1.87524 | -0.0178846 1.09972 
2.18774 1.93774 | -0.0170558 0.368092 
2.18726 1.99976 | -0.0161023 -0.241064 -7.65066 -0.378179 
2.12476 1.99976 | -0.0160473 -0.105642 -56.2604 -0.392887 
2.00024 2.00024 | -0.0156971 -0.00244197 -99.9754 -0.458249 
2.02563 2.2063 | -0.0120696 -2.17395 -77.4298 -0.264224 
2.08423 2.13794 | -0.0135687 -1.47623 -65.6907 -0.400461 
2.12524 2.18774 | -0.0126877 -2.07449 -37.1362 -0.368087 
2.20044 2.22827 | -0.0119266 -2.69198 26.8568 
2.41284 2.05151 | -0.0147962 -1.70537 183.206 
2.4563 2.40063 | -0.00742787 -5.85351 234.439 
2.21216 2.42651 | -0.00745516 -5.0325 57.3089 
2.18726 2.31226 | -0.0101272 -3.60982 23.5993 
2.07349 2.33716 | -0.00940866 -3.69327 -50.5808 -0.132016 
2.10327 2.42456 | -0.00741095 -4.7703 -27.0646 -0.0685342 
2.09937 2.5813 | -0.00331886 -6.72632 -13.579 -0.00939872 
2.23901 2.52466 | -0.00493759 -6.33147 92.1061 
2.12524 2.62524 | -0.00213091 -7.3387 6.61384 
2.22827 2.63794 | -0.00181531 -7.75867 93.3657 
2.23901 2.72534 | 0.000781897 
2.09937 2.6687 | -0.000827895 -7.87348 -4.83879 -0.00235757 
2.04077 2.73706 | 0.00137909 
2.10327 2.82544 | 0.0040141 
2.35864 2.97144 | 0.00913151 
2.44653 2.7019 | 0.000664951 
2.40308 2.71313 | 0.000808168 
2.27026 2.69507 | -9.83362e-05 -8.66572 138.539 
2.28687 2.50464 | -0.00540372 -6.25451 134.884 
2.70581 2.51001 | -0.0027803 -9.20988 142.141 
2.64673 2.59595 | -0.00101765 -9.75192 200.258 
2.73267 2.71704 | 0.00335147 
2.5603 2.74683 | 0.00272489 
2.80151 2.91284 | 0.0104565 
2.99976 2.74976 | 0.00791353 
2.77173 2.70044 | 0.00328192 
2.83716 2.57349 | 0.000424353 
2.81226 2.56226 | -0.000194017 -10.9946 49.063 
2.83716 2.55151 | -0.000174402 -11.1425 27.0772 
2.90259 2.53589 | 0.000282283 
2.94116 2.58423 | 0.0021541 
2.94653 2.50952 | 0.000221583 
2.9231 2.49097 | -0.000605373 -11.4297 -33.7148 -0.0949882 
2.88989 2.25269 | -0.00665901 -8.18585 -40.2237 -0.557043 
2.84058 2.27124 | -0.00692107 -7.80305 -3.68243 -0.495996 
2.75757 2.31909 | -0.00686751 -7.43095 74.8068 
2.77075 2.41577 | -0.00446142 -8.71529 72.1024 
2.67456 2.39673 | -0.00592633 -7.52071 158.163 
2.68628 2.35815 | -0.00672211 -7.17292 144.303 
2.5437 2.09937 | -0.0132301 -3.07119 204.323 
2.80151 2.16284 | -0.00961117 -6.15599 18.6047 
2.81274 2.18774 | -0.00898906 -6.55273 11.1867 
2.86206 2.22827 | -0.00754334 -7.57374 -24.2512 -0.612126 
2.82349 2.16284 | -0.009342 -6.40395 -0.513507 -0.751574 
2.95044 2.22827 | -0.00629498 -8.68615 -69.9485 -0.632251 
2.90698 2.10718 | -0.00927204 -6.81311 -64.3671 -0.893616 
3.00024 2.00024 | -0.00969219 -6.95028 -99.9755 -0.999999 
3.0686 2.0603 | -0.00755407 -8.54207 -80.2643 -0.961534 
3.0022 2.11597 | -0.00767484 -8.16828 -88.3895 -0.893954 
3.05493 2.19263 | -0.00533784 -9.74737 -71.9035 -0.722843 
3.12524 2.12524 | -0.00537847 -10.0845 -43.4058 -0.849375 
3.12524 2.18774 | -0.00418285 -10.7584 -37.1558 -0.716046 
3.18774 2.18774 | -0.00298723 -11.7623 11.5476 
3.24976 2.12476 | -0.00292839 -12.1329 62.2038 
3.25024 2.00024 | -0.00506597 -10.8574 50.2128 
3.37964 2.12134 | -9.5891e-05 -14.4683 171.215 
3.25024 2.25024 | -0.000439745 -13.5139 75.2128 
3.31274 2.31274 | 0.00226399 
3.37524 2.25024 | 0.00234212 
3.37524 2.37524 | 0.00512398 
3.24976 2.49976 | 0.00541353 
3.23364 2.35034 | 0.00141703 
3.22778 2.28638 | -0.000134468 -13.5372 57.7261 
3.17749 2.29468 | -0.000961935 -12.7922 13.433 
3.08472 2.36694 | -0.00105519 -12.177 -42.5715 -0.284884 
3.02466 2.39136 | -0.00150606 -11.5876 -59.073 -0.239857 
3.06665 2.45776 | 0.000830524 
3.00024 2.50024 | 0.000810255 
3.22339 2.60864 | 0.00781598 
3.06958 2.6355 | 0.00566824 
3.14917 2.78589 | 0.0116597 
3.50024 2.50024 | 0.0113127 
3.93823 2.50757 | 0.0248119 
3.99976 1.99976 | 0.0162873 
3.74146 1.72681 | 0.00403609 
3.71948 1.62036 | 0.0023553 
3.68237 1.52466 | 0.000528328 
3.59058 1.61255 | -0.00146101 -14.0698 137.64 
3.55396 1.75073 | -0.00113499 -14.4319 166.553 
3.46948 1.95288 | -0.000715848 -14.53 192.53 
3.34058 1.8396 | -0.00539998 -10.9405 114.755 
3.28833 1.91772 | -0.00550409 -10.7205 77.508 
3.36157 1.9729 | -0.00303375 -12.605 144.006 
3.27759 1.94507 | -0.00533677 -10.7932 70.336 
3.2478 1.96997 | -0.00559255 -10.5145 44.8846 
3.19019 1.96118 | -0.00690135 -9.45268 -8.97512 -0.916956 
3.15601 1.88843 | -0.0086212 -8.1956 -44.7164 -0.863966 
3.08032 1.96021 | -0.00897121 -7.71084 -85.2968 -0.974737 
3.02417 1.90161 | -0.0107849 -6.32451 -108.118 -0.926565 
3.09497 1.84351 | -0.0103493 -6.8224 -89.748 -0.814384 
3.17944 1.78296 | -0.0095085 -7.60768 -36.0812 -0.656423 
3.21118 1.69263 | -0.0098483 -7.34969 -17.0005 -0.453041 
3.06421 1.72241 | -0.0123023 -5.28163 -115.731 -0.559153 
3.06812 1.60718 | -0.0133058 -4.38026 -125.768 -0.319488 
3.14185 1.54956 | -0.0124073 -5.05709 -89.3409 -0.217186 
3.23706 1.5896 | -0.0102272 -6.94428 -3.26295 -0.258902 
3.30298 1.53101 | -0.00923874 -7.6499 52.0739 
3.41138 1.68335 | -0.00548939 -10.9174 145.65 
3.45386 1.48315 | -0.00597665 -10.1778 142.042 
3.34985 1.34253 | -0.00907522 -7.15947 72.273 
3.29468 1.40161 | -0.0101103 -6.5515 31.6768 
3.34058 1.48608 | -0.00867242 -8.00128 79.4031 
3.22632 1.44751 | -0.0113541 -5.68166 -27.5268 -0.0941419 
3.06616 1.34937 | -0.0147745 -2.44573 -152.303 -0.0395456 
3.21753 1.20288 | -0.0121463 -3.91159 -60.1429 -0.00416692 
3.07056 1.06909 | -0.0147499 -0.816362 -178.606 -6.13217e-05 
3.28198 1.06079 | -0.0105993 -4.22624 -14.0224 -3.14058e-05 
3.36304 1.09644 | -0.00886619 -5.9073 57.4111 
3.29663 1.16528 | -0.010462 -5.07007 9.80962 
3.41382 1.16284 | -0.00775264 -7.26163 94.8012 
3.54712 1.03052 | -0.00406546 -9.27698 96.5404 
3.63306 1.17554 | -0.0019575 -11.9747 68.1558 
3.50073 1.30396 | -0.00547289 -9.89101 130.394 
3.65942 1.38745 | -0.000849441 -13.9354 69.6218 
3.69263 1.47534 | 0.000537483 
3.74536 1.34448 | 0.00159017 
3.75854 1.27319 | 0.0018442 
3.9646 1.27563 | 0.00869532 
3.99976 0.999756 | 0.0102922 
3.70386 0.938721 | 0.00079854 
3.70337 0.888428 | 0.00107196 
3.65356 0.893799 | -0.000433912 -10.9852 24.8514 
3.60132 0.949951 | -0.00223782 -10.0631 65.6438 
3.60376 0.845947 | -0.00154105 -9.65049 53.8621 
3.61011 0.755127 | -0.00063685 -9.42864 41.0581 
3.6604 0.838623 | 0.000133626 
3.71704 0.762451 | 0.00242862 
3.66187 0.688721 | 0.00148456 
3.55444 0.747314 | -0.00210559 -8.17602 66.0572 
3.54126 0.630127 | -0.00126267 -7.48905 58.0131 
3.52075 0.556885 | -0.000920171 -6.83562 54.4216 
3.62915 0.516357 | 0.00259838 
3.66382 0.591553 | 0.00262972 
3.99976 0.499756 | 0.0147946 
3.74976 0.249756 | 0.0105471 
3.50024 0.250244 | 0.00342671 
3.62524 0.375244 | 0.00461543 
3.62476 0.499756 | 0.00270271 
3.56226 0.437256 | 0.0018752 
3.49976 0.499756 | -0.000702928 -6.2443 49.9753 
3.37476 0.499756 | -0.00379607 -3.74907 5.84679 
3.31226 0.437256 | -0.00431108 -2.43642 -49.1247 -0.200631 
3.37476 0.374756 | -0.00188921 -3.47578 -6.65321 -0.263946 
3.31226 0.312256 | -0.00224797 -2.2022 -61.6247 -0.395599 
3.31274 0.250244 | -0.00109764 -2.1239 -67.4007 -0.509172 
3.37524 0.250244 | 0.00033235 
3.49976 0.249756 | 0.00342329 
3.37476 0.124756 | 0.00286201 
3.25024 0.125244 | 8.11291e-05 
3.31274 0.187744 | 0.000128614 
3.31226 0.249756 | -0.00109923 -2.11439 -67.8747 -0.510419 
3.24976 0.249756 | -0.00245049 -1.0024 -125.296 -0.550649 
3.18726 0.249756 | -0.00372362 0.0553295 
3.18726 0.187256 | -0.00249675 0.123613 
3.18774 0.125244 | -0.00119261 0.164006 
3.24976 0.124756 | 8.13733e-05 
3.18726 0.0622559 | 0.000191359 
3.12476 0.124756 | -0.00238677 1.17584 
3.00024 0.250244 | -0.00707573 2.89561 
3.00024 0.500244 | -0.0111995 2.42655 
3.00562 0.641357 | -0.012889 1.949 
3.09155 0.698486 | -0.0120362 0.506074 
3.14819 0.645752 | -0.0104374 -0.197683 -174.996 -0.0402822 
3.28296 0.510986 | -0.0060246 -2.08321 -68.1015 -0.124048 
3.31909 0.604736 | -0.00643295 -2.99762 -26.4746 -0.0521876 
3.37671 0.562256 | -0.00458638 -3.95233 13.3928 
3.39478 0.684326 | -0.00556592 -4.68047 36.7979 
3.4856 0.7146 | -0.0036163 -6.60298 70.8417 
3.33423 0.727783 | -0.00740537 -3.68643 -1.53023 -0.0117084 
3.29175 0.796143 | -0.00894985 -3.1722 -31.5302 -0.00391698 
3.34399 0.848389 | -0.00817647 -4.3433 18.3288 
3.39673 0.7854 | -0.00645948 -5.08971 48.0271 
3.39722 0.932861 | -0.00745309 -5.73262 63.0508 
3.31616 0.99585 | -0.00962505 -4.50903 10.1209 
3.3064 0.898193 | -0.009348 -3.86877 -8.17418 -0.000239438 
3.23901 0.967041 | -0.0111618 -2.99872 -63.6833 -2.84723e-06 
3.10181 0.854248 | -0.013172 -0.254751 -184.942 -0.00120059 
3.03345 0.801514 | -0.0139657 0.977181 
3.01636 0.880615 | -0.0148155 0.887803 
2.99976 0.999756 | -0.0157029 0.560167 
2.82886 0.784424 | -0.0168183 3.69083 
2.82495 0.551025 | -0.0143827 4.51492 
2.74048 0.863037 | -0.0184434 4.33022 
2.05347 0.863037 | -0.0211498 8.11807 
2.42212 0.588135 | -0.0182628 7.89785 
2.54468 0.112061 | -0.00947585 7.90837 
2.79565 0.37085 | -0.0120771 5.25989 
2.99976 -0.000244141 | -0.00169805 3.05895 
2.823 -0.0632324 | -0.00266117 5.28635 
2.99341 -0.144287 | 0.00186604 
2.95044 -0.461182 | 0.0107268 
2.87378 -0.354248 | 0.00619666 
2.65503 -0.470947 | 0.00749116 
2.60571 -0.256592 | 0.000362626 
2.49976 -0.000244141 | -0.0071956 8.26558 
2.24976 -0.250244 | -0.00144316 9.41026 
2.25024 -0.499756 | 0.00641694 
2.49976 -0.500244 | 0.00730684 
2.01685 -0.642822 | 0.0117954 
2.32983 -0.874268 | 0.0206944 
3.00024 -0.999756 | 0.0322932 
3.50024 -0.499756 | 0.023298 
3.99976 -0.500244 | 0.0387995 
3.74976 -0.750244 | 0.039552 
0.898682 0.867432 | -0.00445969 -0.304026 -183.889 -1.43966 
0.941176 0.941176
