461 4
0.000488281 -0.499512 | 0.0547619 
3.65967 1.38721 | -0.000843229 -13.9393 69.4035 
3.69287 1.4751 | 0.000543428 
3.74561 1.34424 | 0.00159701 
3.7583 1.27295 | 0.00183623 
3.96338 1.26904 | 0.00864272 
3.99951 0.999512 | 0.0102844 
3.85596 0.786621 | 0.00663076 
3.71338 0.946777 | 0.00104437 
3.69678 0.881348 | 0.000918817 
3.6499 0.879395 | -0.000449953 -10.8373 26.2244 
3.60596 0.956543 | -0.00214014 -10.1978 63.6544 
3.61182 0.848145 | -0.00132972 -9.83971 49.3261 
3.61572 0.76416 | -0.00055773 -9.58874 38.5156 
3.6626 0.835449 | 0.000220892 
3.71436 0.765137 | 0.00232379 
3.64209 0.689941 | 0.000897829 
3.56396 0.737793 | -0.00175965 -8.34686 61.8468 
3.52881 0.63623 | -0.00166432 -7.24292 61.1813 
3.53174 0.557129 | -0.000631899 -7.06919 52.75 
3.62744 0.501465 | 0.0027554 
3.68213 0.589355 | 0.00319593 
3.99951 0.499512 | 0.0147893 
3.74951 0.249512 | 0.0105441 
3.50049 0.250488 | 0.00342842 
3.62549 0.375488 | 0.00461836 
3.62451 0.499512 | 0.00269917 
3.56201 0.437012 | 0.00187227 
3.49951 0.499512 | -0.000705855 -6.23861 49.9503 
3.37451 0.499512 | -0.00379838 -3.7438 5.65925 
3.31201 0.437012 | -0.00431279 -2.43144 -49.3619 -0.201011 
3.37451 0.374512 | -0.00189091 -3.47066 -6.84075 -0.264402 
3.31201 0.312012 | -0.00224907 -2.19737 -61.8619 -0.396167 
3.31299 0.250488 | -0.00109685 -2.12865 -67.1639 -0.508549 
3.37549 0.250488 | 0.000333452 
3.49951 0.249512 | 0.00342159 
3.37451 0.124512 | 0.00286153 
3.25049 0.125488 | 8.10106e-05 
3.31299 0.187988 | 0.000129106 
3.31201 0.249512 | -0.00110002 -2.10963 -68.1119 -0.511042 
3.24951 0.249512 | -0.00245097 -0.997859 -125.551 -0.551282 
3.18701 0.249512 | -0.0037238 0.0596596 
3.18701 0.187012 | -0.00249663 0.127866 
3.18799 0.125488 | -0.00119304 0.159825 
3.24951 0.124512 | 8.14989e-05 
3.18701 0.0620117 | 0.000192095 
3.12451 0.124512 | -0.00238603 1.17981 
3.00049 0.250488 | -0.00707646 2.89191 
3.00049 0.500488 | -0.011199 2.42255 
3.00537 0.647949 | -0.0129662 1.93116 
3.08447 0.70166 | -0.0121937 0.601954 
3.14307 0.654785 | -0.0106337 -0.145476 -177.921 -0.0364972 
3.29639 0.51123 | -0.00573533 -2.32435 -55.816 -0.121747 
3.31396 0.618652 | -0.00671117 -2.94644 -29.4992 -0.0456873 
3.3833 0.554199 | -0.00432741 -4.05618 16.8407 
3.40479 0.675293 | -0.00523175 -4.84437 41.4515 
3.33838 0.712402 | -0.00716342 -3.70809 0.282584 
3.27588 0.64209 | -0.00781221 -2.33533 -61.5499 -0.0373954 
3.30908 0.785645 | -0.00848247 -3.44376 -17.0626 -0.00467946 
3.34814 0.855957 | -0.00813399 -4.45314 22.3065 
3.41162 0.784668 | -0.00609474 -5.37727 55.9037 
3.40381 0.919434 | -0.00722127 -5.79866 65.3447 
3.32373 0.989746 | -0.00943023 -4.61748 15.9658 
3.30908 0.881348 | -0.00918398 -3.8426 -7.49226 -0.000440142 
3.23877 0.953613 | -0.0111025 -2.93004 -65.2556 -1.1174e-05 
3.10693 0.845215 | -0.013016 -0.295012 -182.9 -0.00152351 
3.04053 0.79834 | -0.0138218 0.887904 
3.02295 0.880371 | -0.0147059 0.795526 
2.99951 0.999512 | -0.0157059 0.564776 
2.82568 0.80127 | -0.0169953 3.66052 
2.87451 0.578613 | -0.0140891 3.85211 
2.70947 0.783691 | -0.0181712 4.96907 
2.01611 0.870605 | -0.0210768 8.10331 
2.42334 0.590332 | -0.0182842 7.88421 
2.5083 0.124512 | -0.00998276 8.16701 
2.80518 0.319824 | -0.0110905 5.24214 
2.99951 -0.000488281 | -0.00169609 3.06233 
2.81494 -0.0854492 | -0.00219467 5.36974 
2.98096 -0.134277 | 0.0014019 
2.95654 -0.484863 | 0.0116112 
2.82861 -0.369629 | 0.0060889 
2.67822 -0.48291 | 0.00810884 
2.61572 -0.269043 | 0.000809126 
2.49951 -0.000488281 | -0.00719121 8.26728 
2.24951 -0.250488 | -0.00143632 9.41081 
2.25049 -0.499512 | 0.00640889 
2.49951 -0.500488 | 0.00731368 
2.02783 -0.681152 | 0.0131838 
2.33447 -0.847168 | 0.0195898 
3.00049 -0.999512 | 0.0322863 
3.01807 -0.444824 | 0.0112468 
3.00537 -0.252441 | 0.00508209 
3.18408 -0.242676 | 0.00799731 
3.50049 -0.499512 | 0.0232961 
3.99951 -0.500488 | 0.038799 
3.74951 -0.750488 | 0.0395539 
0.855957 0.854004 | -0.00323835 -0.912434 -157.266 -1.4357 
0.941176 0.941176
