754 4
0.250977 -0.999023 | 0.063844 
0.87793 0.856445 | -0.003841 -0.577092 -172.373 -1.44049 
0.84668 0.864258 | -0.00305801 -1.10449 -149.212 -1.41832 
0.834961 0.827148 | -0.0024765 -1.13624 -143.632 -1.41387 
0.813477 0.78418 | -0.00154646 -1.314 -129.858 -1.36816 
0.805664 0.77832 | -0.00128014 -1.42028 -123.592 -1.36214 
0.770508 0.77832 | -0.000287383 -2.01203 -91.4697 -1.33528 
0.754883 0.793945 | 3.24409e-05 
0.762695 0.821289 | -0.000407333 -2.3177 -79.8508 -1.2367 
0.795898 0.821289 | -0.00135077 -1.75477 -110.558 -1.35309 
0.774414 0.856445 | -0.000996749 -2.26472 -87.3018 -1.17138 
0.791992 0.893555 | -0.00173605 -2.13001 -99.7894 -1.10841 
0.823242 0.911133 | -0.00271094 -1.69179 -125.528 -1.19998 
0.750977 0.985352 | -0.00104257 -3.26104 -52.413 -0.430147 
0.74707 0.928711 | -0.000653976 -3.05788 -54.3958 -0.667674 
0.676758 0.93457 | 0.0014072 
0.551758 0.928711 | 0.005403 
0.508789 0.797852 | 0.00771918 
0.711914 0.854492 | 0.000837754 
0.657227 0.645508 | 0.00437611 
0.506836 0.516602 | 0.0108384 
0.74707 0.618164 | 0.00199538 
0.807617 0.545898 | 0.00116579 
0.829102 0.512695 | 0.0010175 
0.854492 0.553711 | -0.000219192 0.121093 
0.84668 0.616211 | -0.000777145 -0.186427 -174.017 -0.486824 
0.754883 0.606445 | 0.00190671 
0.780273 0.668945 | 0.000476426 
0.750977 0.731445 | 0.000692124 
0.782227 0.727539 | -0.000166991 -1.6217 -107.438 -1.27355 
0.801758 0.71582 | -0.000604888 -1.25172 -126.368 -1.18673 
0.862305 0.709961 | -0.00220433 -0.248657 -176.3 -0.900891 
0.84668 0.639648 | -0.0010453 -0.260012 -171.673 -0.599167 
0.905273 0.666992 | -0.00289586 0.565399 
0.975586 0.706055 | -0.00506828 1.46605 
0.924805 0.508789 | -0.00146104 1.32474 
0.99707 0.426758 | -0.00205057 2.5595 
0.924805 0.428711 | -0.000289901 1.51243 
0.881836 0.458008 | 0.000381089 
0.842773 0.383789 | 0.00258264 
0.825195 0.290039 | 0.00468117 
0.946289 0.297852 | 0.00135663 
0.961914 0.186523 | 0.00309992 
0.93457 0.0849609 | 0.00594624 
0.790039 0.112305 | 0.00921071 
0.749023 0.170898 | 0.00914383 
0.526367 0.143555 | 0.0166712 
0.65918 0.30957 | 0.00916992 
0.573242 0.461914 | 0.00941112 
0.274414 0.307617 | 0.0225423 
0.272461 0.0517578 | 0.0278387 
0.106445 0.479492 | 0.026521 
0.145508 0.579102 | 0.0235645 
0.293945 0.682617 | 0.0165073 
0.266602 0.887695 | 0.0158556 
0.000976563 1.00098 | 0.0262531 
0.0947266 1.33691 | 0.0220092 
0.260742 1.36816 | 0.01539 
0.489258 1.37402 | 0.00706923 
0.385742 1.2373 | 0.0104292 
0.34668 1.0459 | 0.0120854 
0.584961 1.12207 | 0.00364424 
0.608398 1.23535 | 0.00284445 
0.698242 1.23535 | 6.52626e-05 
0.657227 1.04004 | 0.00155737 
0.706055 1.01465 | 0.000162278 
0.754883 1.02246 | -0.00130116 -3.37965 -52.3828 -0.308316 
0.805664 1.07715 | -0.00290735 -2.80644 -93.7089 -0.310893 
0.889648 1.02441 | -0.00502148 -1.18523 -162.939 -1.01243 
0.963867 1.04004 | -0.00696388 -0.159559 -192.152 -1.3302 
0.895508 1.06934 | -0.00531227 -1.33025 -161.897 -0.795268 
0.981445 1.16309 | -0.00763762 -0.586461 -182.676 -0.768479 
0.864258 1.15918 | -0.00464127 -2.31695 -132.772 -0.24794 
0.766602 1.33691 | -0.00176623 -5.03273 -31.954 -0.00185331 
0.920898 1.39941 | -0.00574133 -2.98243 -141.921 -0.0143478 
0.821289 1.44824 | -0.00287532 -4.89184 -70.1631 -0.000507588 
0.770508 1.39355 | -0.00169089 -5.35256 -29.9462 -0.000545471 
0.727539 1.4541 | -0.000172912 -6.53017 16.4808 
0.71582 1.36035 | -0.00021498 -6.0786 17.9736 
0.745117 1.29395 | -0.0012449 -5.12137 -16.0322 -0.00292995 
0.668945 1.28809 | 0.00101888 
0.618164 1.34668 | 0.0027372 
0.526367 1.34863 | 0.00573139 
0.512695 1.46387 | 0.00666623 
0.604492 1.67285 | 0.00519234 
0.72168 1.69434 | 0.00179799 
0.633789 1.53027 | 0.00312097 
0.797852 1.52832 | -0.00176186 -5.87525 -41.6159 -8.34453e-05 
0.827148 1.6084 | -0.00198489 -6.02001 -59.0793 -5.52833e-05 
0.938477 1.56738 | -0.00523588 -3.96694 -132.202 -0.000495293 
0.848633 1.6377 | -0.0023223 -5.91099 -73.373 -3.87597e-05 
0.918945 1.7627 | -0.00292273 -5.88356 -104.706 -5.62026e-06 
0.916992 1.93652 | -0.000614242 -7.52049 -86.4161 -7.81612e-06 
0.979492 1.9541 | -0.00191692 -6.77848 -103.349 -3.61959e-08 
0.821289 1.99512 | 0.00283055 
0.75293 1.98145 | 0.00454669 
0.719727 1.92676 | 0.00469386 
0.522461 1.82324 | 0.00952568 
0.393555 1.91309 | 0.0152174 
0.299805 1.77832 | 0.016952 
0.256836 1.56543 | 0.0165943 
0.0302734 1.66699 | 0.026758 
0.000976563 2.00098 | 0.0322727 
0.262695 2.2334 | 0.0257106 
0.0556641 2.52051 | 0.0409192 
0.358398 2.78809 | 0.0366351 
0.500977 2.50098 | 0.0232922 
0.538086 2.79395 | 0.0305262 
0.817383 2.76074 | 0.0209755 
0.973633 2.65918 | 0.0138318 
0.81543 2.58496 | 0.0158515 
0.999023 2.49902 | 0.00879807 
0.899414 2.3584 | 0.00783411 
0.75293 2.49707 | 0.015264 
0.604492 2.3584 | 0.0163753 
0.749023 2.24902 | 0.00955783 
0.600586 2.11816 | 0.0115115 
0.750977 2.00098 | 0.00491232 
0.75293 2.12988 | 0.00708695 
0.875977 2.12598 | 0.00360471 
0.999023 2.12402 | 0.00046164 
0.936523 2.06152 | 0.000885957 
1.00098 2.00098 | -0.00170779 -6.94066 -99.8994 -2.40799e-09 
1.12598 2.12598 | -0.00239041 -6.60442 -42.8032 -3.74707e-05 
1.18848 2.18848 | -0.00249734 -6.54698 12.311 
1.24902 2.12402 | -0.00491824 -5.19512 61.4959 
1.25098 2.00098 | -0.00707791 -3.90585 51.0319 
1.35254 2.02246 | -0.00855368 -3.13702 142.347 
1.38184 2.12207 | -0.00730394 -3.91161 172.736 
1.37207 2.22363 | -0.00516708 -5.09952 176.467 
1.25098 2.25098 | -0.00244803 -6.56332 76.0319 
1.3584 2.2666 | -0.00404068 -5.7024 171.114 
1.37598 2.37598 | -0.00188064 -6.81736 194.32 
1.43848 2.43848 | -0.00136258 -7.05506 232.782 
1.37402 2.49902 | 0.00119699 
1.24902 2.49902 | 0.00341818 
1.23926 2.37793 | 0.000605439 
1.1416 2.3584 | 0.00212094 
1.03809 2.37207 | 0.00473793 
1.00098 2.50098 | 0.00880197 
1.13379 2.6084 | 0.00870392 
1.00488 2.74707 | 0.0157173 
1.1377 2.89941 | 0.017665 
1.25098 2.75098 | 0.0105617 
1.37793 2.89746 | 0.0130717 
1.49902 2.74902 | 0.00640842 
1.37402 2.74512 | 0.00819624 
1.37402 2.62402 | 0.0046008 
1.37598 2.50098 | 0.00121555 
1.43848 2.56348 | 0.00188986 
1.50098 2.50098 | -0.000688262 -7.36655 250.095 
1.62598 2.50098 | -0.00227957 -6.60869 205.508 
1.68848 2.56348 | -0.00129275 -7.10247 162.897 
1.62598 2.62598 | 0.00112912 
1.64355 2.7373 | 0.00422937 
1.50098 2.75098 | 0.00644162 
1.6377 2.88379 | 0.00901332 
1.71973 2.8584 | 0.00730948 
1.75098 2.75098 | 0.0035715 
1.75879 2.8623 | 0.00707924 
1.88184 2.87793 | 0.00666676 
1.96973 2.86035 | 0.00559793 
1.99902 2.74902 | 0.00189865 
1.87402 2.74902 | 0.00255734 
1.81152 2.68652 | 0.00110666 
1.81348 2.62598 | -0.000671905 -7.48099 54.3475 
1.87402 2.62402 | -0.00115897 -7.32396 6.99158 
1.81152 2.56152 | -0.0024534 -6.6502 49.6028 
1.87598 2.50098 | -0.00452469 -5.74403 -6.61471 -0.00846608 
1.99902 2.49902 | -0.00522147 -5.6128 -50.0948 -0.0158946 
1.87402 2.37402 | -0.00765408 -4.20018 -18.0084 -0.0289306 
1.81152 2.31152 | -0.00863602 -3.60454 24.6028 
1.75098 2.37598 | -0.00665457 -4.54381 86.6773 
1.74902 2.49902 | -0.00359158 -6.05022 100.823 
1.61816 2.37207 | -0.00537718 -5.07928 197.727 
1.64551 2.27246 | -0.00792366 -3.78287 168.801 
1.74902 2.24902 | -0.0094617 -3.08269 75.8227 
1.62793 2.22363 | -0.00874911 -3.32272 176.457 
1.61816 2.12207 | -0.0106125 -2.27045 172.727 
1.6416 2.02246 | -0.0126175 -1.11788 146.689 
1.75098 2.00098 | -0.0140681 -0.440412 49.1773 
1.75098 2.12598 | -0.0119095 -1.73008 61.6773 
1.81348 2.18848 | -0.0112351 -2.21518 10.5975 
1.87402 2.18652 | -0.0117051 -2.06242 -36.7584 -0.130105 
1.87598 2.12598 | -0.0128758 -1.40626 -44.1147 -0.20432 
1.99902 2.12402 | -0.0135579 -1.2787 -87.5948 -0.358164 
1.93652 2.06152 | -0.0143836 -0.652678 -82.0727 -0.382799 
1.93848 2.00098 | -0.0154004 -0.0360537 -88.8319 -0.455924 
1.99902 1.99902 | -0.0157117 0.00975662 
1.92285 1.97168 | -0.015777 0.239866 
1.84082 1.90332 | -0.0162633 0.76747 
1.7959 1.76465 | -0.0176787 1.92575 
1.96777 1.8584 | -0.0176258 1.35868 
1.96387 1.54199 | -0.0207728 4.04658 
1.86816 1.65527 | -0.0193261 3.02948 
1.72363 1.59082 | -0.0187033 3.14282 
1.51855 1.64746 | -0.0158541 1.60503 
1.52246 1.72168 | -0.0151879 1.00591 
1.59082 1.78613 | -0.0153535 0.861629 
1.65918 1.84668 | -0.0153932 0.667779 
1.68848 1.87793 | -0.0152876 0.509514 
1.68848 1.91504 | -0.0147706 0.157627 
1.71387 1.97559 | -0.0141214 -0.325905 81.3202 
1.40723 1.92676 | -0.0109333 -1.72113 167.91 
1.33691 1.77246 | -0.0117737 -0.907398 105.159 
1.34473 1.88379 | -0.0105094 -1.85348 122.487 
1.24512 1.96191 | -0.00757686 -3.58005 41.6042 
1.12598 1.90332 | -0.00601814 -4.36155 -65.0688 -4.68519e-05 
1.09082 1.94043 | -0.00471484 -5.1535 -82.1804 -1.19033e-05 
1.12012 1.84082 | -0.00673202 -3.84789 -75.1756 -6.86006e-05 
1.2002 1.77051 | -0.00924911 -2.27902 -19.1121 -0.00210176 
1.0498 1.63184 | -0.00740568 -2.92716 -129.526 -0.00156626 
1.18848 1.61816 | -0.0105196 -1.11954 -44.7202 -0.0334317 
1.27832 1.53027 | -0.0129143 0.528842 
1.31543 1.56934 | -0.0133113 0.588542 
1.31543 1.60254 | -0.013055 0.325251 
1.27441 1.60449 | -0.0122968 -0.092064 33.3819 
1.30957 1.73535 | -0.0117053 -0.838982 78.3885 
1.37402 1.71387 | -0.013037 -0.0645092 126.807 
1.35449 1.64941 | -0.0133314 0.30497 
1.44434 1.69043 | -0.0143845 0.711934 
1.38184 1.56152 | -0.0144991 1.25045 
1.39746 1.39941 | -0.0156617 2.5829 
1.38184 1.2998 | -0.0157065 3.12261 
1.31152 1.34473 | -0.0143966 2.18761 
1.27246 1.48926 | -0.01306 0.779493 
1.18848 1.43262 | -0.0117271 0.295615 
1.13965 1.44629 | -0.01065 -0.369691 -101.227 -0.215253 
1.09668 1.49512 | -0.0094559 -1.25502 -123.643 -0.0591685 
1.03418 1.41699 | -0.00843777 -1.49751 -154.851 -0.0769661 
1.07129 1.39746 | -0.00937021 -0.871854 -145.448 -0.172247 
1.12012 1.34082 | -0.0106402 0.129157 
1.18652 1.26074 | -0.0121918 1.43088 
1.20215 1.20605 | -0.0125426 1.94298 
1.09277 1.23145 | -0.0102306 0.493161 
1.06152 1.11816 | -0.00947174 0.758035 
1.13184 1.03613 | -0.0108217 2.08198 
1.34863 1.0459 | -0.0150143 4.31886 
1.47559 1.21387 | -0.0172503 4.40652 
1.56543 1.04395 | -0.0182297 5.96398 
1.62793 1.24512 | -0.019207 5.16284 
1.5498 1.41309 | -0.0178184 3.6005 
1.66504 1.35254 | -0.0194055 4.64744 
1.80371 1.4834 | -0.0201264 4.23126 
1.88379 1.30957 | -0.02138 5.61878 
2.00098 1.00098 | -0.0217078 7.49511 
2.0752 1.26465 | -0.0223024 5.96239 
2.14746 1.49121 | -0.0216244 4.28972 
2.37012 1.30176 | -0.0221071 4.81227 
2.41504 1.44434 | -0.0214406 3.5885 
2.42871 1.16895 | -0.0219673 5.30758 
2.27441 1.02441 | -0.0221363 6.8535 
2.58105 1.12402 | -0.0209902 4.49681 
2.74902 1.20801 | -0.0194851 2.45571 
2.6377 1.0166 | -0.0202479 4.59231 
2.8291 1.09863 | -0.0184396 2.20884 
2.98535 1.07324 | -0.0161716 0.377894 
2.95215 1.19434 | -0.0168424 0.138164 
2.81934 1.15137 | -0.0186406 2.024 
2.78613 1.35059 | -0.0188377 1.14809 
2.81934 1.28809 | -0.0185866 1.1902 
2.97754 1.25488 | -0.0164242 -0.572818 -173.016 -0.0114127 
2.94629 1.40332 | -0.0165171 -1.14176 -151.196 -0.0696497 
2.86035 1.46387 | -0.0174431 -0.497579 -99.4582 -0.115663 
2.83691 1.41113 | -0.0179976 0.157697 
2.76465 1.4209 | -0.0188238 0.892291 
2.69043 1.45605 | -0.0194391 1.38939 
2.69629 1.34668 | -0.0198218 2.09934 
2.58105 1.37012 | -0.0207586 2.96233 
2.50098 1.50098 | -0.0206883 2.62477 
2.52246 1.63574 | -0.0195615 1.41528 
2.6416 1.64941 | -0.0185302 0.339885 
2.64355 1.70215 | -0.0180111 -0.119403 113.243 
2.71387 1.70215 | -0.0173379 -0.782206 54.0035 
2.72949 1.62012 | -0.0179314 -0.257497 31.3134 
2.68262 1.61621 | -0.0184385 0.233779 
2.6748 1.55371 | -0.0189945 0.802724 
2.75098 1.50098 | -0.0185584 0.451244 
2.78223 1.53223 | -0.0180064 -0.118451 -26.9149 -0.183657 
2.75098 1.56348 | -0.0181431 -0.0275766 5.4551 
2.81348 1.56348 | -0.0174153 -0.706593 -51.8769 -0.231563 
2.87598 1.50098 | -0.0170247 -0.961041 -106.595 -0.155995 
2.87598 1.62598 | -0.016116 -1.93821 -94.0952 -0.347333 
2.87402 1.74902 | -0.0149427 -2.95269 -80.4886 -0.605435 
2.81152 1.68652 | -0.0163933 -1.68431 -37.8714 -0.451321 
2.75098 1.68848 | -0.0170782 -1.04381 17.9551 
2.75098 1.75098 | -0.0164285 -1.58123 24.2051 
2.7627 1.80566 | -0.0156655 -2.19067 18.6421 
2.80371 1.81738 | -0.0150437 -2.74297 -17.9 -0.72058 
2.86035 1.77637 | -0.0148174 -3.02901 -68.2082 -0.661023 
2.95996 1.78223 | -0.0133347 -4.34031 -117.047 -0.69766 
2.88574 1.8584 | -0.0134627 -4.0823 -77.1174 -0.835833 
2.96973 1.93262 | -0.0112079 -5.86787 -104.026 -0.963316 
2.87988 1.94629 | -0.0123081 -4.84645 -64.6192 -0.95029 
2.83301 1.88965 | -0.0137369 -3.74569 -35.7432 -0.862027 
2.78613 1.9248 | -0.0138111 -3.55388 8.74594 
2.77637 1.88184 | -0.014529 -3.039 13.4748 
2.7998 1.97168 | -0.0129474 -4.16108 1.01829 
2.70996 1.93262 | -0.0145321 -2.83783 80.6267 
2.68066 1.83691 | -0.016133 -1.65302 97.0149 
2.55566 1.85645 | -0.0169258 -0.760157 176.571 
2.49902 1.99902 | -0.0152215 -1.71957 199.899 
2.37402 1.99902 | -0.0158128 -0.96172 155.303 
2.31152 1.93652 | -0.016951 -0.049244 100.189 
2.31348 1.87598 | -0.0178018 0.519366 
2.37402 1.87402 | -0.0176541 0.248608 
2.37012 1.75098 | -0.0191748 1.38391 
2.49902 1.74902 | -0.0185916 0.622956 
2.48145 1.6377 | -0.0197921 1.68524 
2.38184 1.6123 | -0.0204694 2.48869 
2.25879 1.62402 | -0.0206675 2.94129 
2.24902 1.74902 | -0.0194617 1.92165 
2.12598 1.61816 | -0.0206966 3.34365 
2.00098 1.75098 | -0.0190681 2.3352 
2.13965 1.76074 | -0.0193193 2.11404 
2.12598 1.87598 | -0.0178758 1.09157 
2.18848 1.93848 | -0.0170452 0.359081 
2.18652 1.99902 | -0.0161138 -0.231841 -8.36059 -0.377736 
2.12402 1.99902 | -0.0160579 -0.0970549 -56.8198 -0.392665 
2.00098 2.00098 | -0.0156883 -0.00977463 -99.8996 -0.458031 
2.05762 2.18262 | -0.0126419 -1.9326 -72.0188 -0.330195 
2.12598 2.24902 | -0.0114407 -2.75548 -30.5183 -0.291023 
2.18652 2.06152 | -0.015076 -0.866301 -2.11059 -0.407606 
2.21777 2.03027 | -0.0156033 -0.634368 22.8489 
2.31152 2.00098 | -0.01596 -0.683704 106.634 
2.37402 2.12402 | -0.013659 -2.25017 167.803 
2.38184 2.24121 | -0.0113282 -3.57006 184.632 
2.49902 2.25098 | -0.0105603 -4.39657 225.095 
2.46777 2.46582 | -0.00575996 -6.7202 243.513 
2.25098 2.37598 | -0.00864481 -4.55059 88.5041 
2.18848 2.43652 | -0.00720877 -5.08831 37.0899 
2.18848 2.25098 | -0.0114532 -2.91393 18.5353 
2.15527 2.28223 | -0.0107679 -3.18882 -5.88591 -0.264585 
2.12402 2.37402 | -0.00865897 -4.19679 -19.3198 -0.12432 
2.05762 2.43652 | -0.00700737 -4.86467 -46.6282 -0.0458555 
2.00098 2.62402 | -0.00182547 -7.21375 -37.5949 -0.00300063 
2.06348 2.50098 | -0.00538821 -5.66519 -38.1328 -0.0223847 
2.15723 2.53027 | -0.00478543 -6.17738 20.4492 
2.18848 2.56348 | -0.00390799 -6.67522 49.7853 
2.12598 2.68652 | -0.000347686 -8.15373 13.2317 
2.21973 2.65723 | -0.00126102 -7.98741 87.3495 
2.24902 2.74902 | 0.00151877 
2.12207 2.71777 | 0.000597092 
2.02441 2.71582 | 0.000785416 
2.00293 2.84863 | 0.00506827 
2.17285 2.89746 | 0.00632111 
2.18848 2.87402 | 0.00552487 
2.36035 2.78223 | 0.00279154 
2.32715 2.95801 | 0.00856758 
2.47754 2.95215 | 0.00897052 
2.45605 2.80762 | 0.00399997 
2.35059 2.74902 | 0.0017215 
2.28223 2.74902 | 0.00156235 
2.25684 2.65723 | -0.0012326 -8.11022 122.149 
2.31543 2.59863 | -0.00280502 -7.57317 169.793 
2.58301 2.58301 | -0.00190594 -9.04023 238.369 
2.69238 2.6084 | -0.00023973 -10.3385 163.989 
2.64551 2.64551 | 0.0003797 
2.74902 2.62598 | 0.000848359 
2.63379 2.71582 | 0.00235884 
2.50293 2.76855 | 0.0030213 
2.50098 2.99902 | 0.0107707 
2.74707 2.8623 | 0.00812543 
2.8584 2.86816 | 0.0096626 
2.88379 2.99121 | 0.01426 
2.99902 2.74902 | 0.00787912 
2.9248 2.72363 | 0.00596799 
2.78613 2.6377 | 0.00160519 
2.85059 2.5752 | 0.000644242 
2.78418 2.62207 | 0.0011355 
2.81152 2.54395 | -0.000698501 -10.7525 47.8707 
2.86816 2.54199 | -2.61375e-05 -11.3884 2.80822 
2.90723 2.54004 | 0.000458741 
2.87598 2.62402 | 0.00234787 
2.99902 2.56152 | 0.00242185 
2.93848 2.43848 | -0.00170828 -10.9817 -45.0714 -0.159684 
2.99902 2.37402 | -0.00233231 -11.0209 -62.5946 -0.274352 
2.93652 2.31348 | -0.00467703 -9.47124 -56.8666 -0.409161 
2.87402 2.31152 | -0.00560208 -8.66283 -24.2386 -0.404528 
2.84277 2.28223 | -0.00665628 -7.95381 -4.32068 -0.46913 
2.75098 2.25098 | -0.00841873 -6.58367 74.2051 
2.8291 2.40918 | -0.00392116 -9.28404 19.4245 
2.74121 2.43652 | -0.00428101 -8.65685 101.959 
2.61816 2.41309 | -0.00603561 -7.21112 201.847 
2.72754 2.35254 | -0.00643356 -7.51189 106.38 
2.50098 2.24902 | -0.0105896 -4.38817 224.9 
2.62598 2.00098 | -0.0142698 -2.73093 155.528 
2.68848 2.06152 | -0.0126917 -3.91636 112.728 
2.78027 2.03027 | -0.0122393 -4.53299 24.6952 
2.78223 2.06152 | -0.0116879 -4.87385 26.0148 
2.81348 2.00098 | -0.0123208 -4.60521 -8.12686 -0.934649 
2.87402 2.12402 | -0.00941873 -6.58367 -42.9886 -0.8524 
2.78613 2.12207 | -0.0105623 -5.54966 28.4725 
2.78223 2.08691 | -0.011244 -5.13718 28.5538 
2.80371 2.12988 | -0.0102085 -5.82677 13.35 
2.81152 2.2002 | -0.00875648 -6.67555 13.4957 
2.81738 2.13184 | -0.0100052 -6.0015 1.58417 
2.90723 2.15527 | -0.00837283 -7.3287 -59.6844 -0.801783 
2.88184 2.24707 | -0.00688744 -8.02355 -35.7942 -0.569608 
2.95215 2.08691 | -0.00897656 -7.18377 -84.5699 -0.935347 
2.88379 2.0498 | -0.0106026 -5.92844 -56.7572 -0.954378 
3.00098 2.00098 | -0.00966873 -6.96778 -99.8997 -0.99999 
3.06543 2.05762 | -0.00765524 -8.46739 -81.7547 -0.964884 
3.00684 2.12207 | -0.00748802 -8.29767 -87.6561 -0.882869 
3.05957 2.18848 | -0.00534053 -9.77003 -70.7807 -0.732296 
3.12598 2.12598 | -0.00535135 -10.1038 -42.8428 -0.847716 
3.12598 2.18848 | -0.00415481 -10.7779 -36.5928 -0.714024 
3.15723 2.21973 | -0.00293875 -11.6178 -10.6287 -0.62522 
3.18848 2.18848 | -0.00295828 -11.7824 12.2595 
3.24902 2.12402 | -0.00295731 -12.1124 61.4403 
3.25098 2.00098 | -0.00503885 -10.8774 50.9763 
3.35254 2.02246 | -0.00245212 -12.9298 142.303 
3.38184 2.12207 | -3.05016e-05 -14.5182 172.699 
3.45215 2.19824 | 0.00314363 
3.37207 2.22363 | 0.00171573 
3.36035 2.18457 | 0.000657944 
3.2998 2.17285 | -0.000939895 -13.5358 113.422 
3.25098 2.25098 | -0.000408965 -13.5349 75.9763 
3.25098 2.31348 | 0.000943818 
3.31348 2.31348 | 0.0022966 
3.37598 2.25098 | 0.00237473 
3.37598 2.37598 | 0.00515842 
3.37598 2.49902 | 0.00820383 
3.24902 2.49902 | 0.00537912 
3.23926 2.3623 | 0.00181009 
3.24121 2.30957 | 0.000652665 
3.21582 2.2666 | -0.000804702 -13.1091 44.6538 
3.1709 2.30762 | -0.000805404 -12.8336 9.20712 
3.12598 2.33496 | -0.00104431 -12.4344 -21.9443 -0.348965 
3.11816 2.34668 | -0.000921004 -12.4498 -25.8802 -0.324042 
3.0127 2.38574 | -0.00183542 -11.3513 -60.9516 -0.250861 
3.07324 2.38574 | -0.000814635 -12.2284 -45.837 -0.24823 
3.07715 2.44043 | 0.000580552 
3.00098 2.50098 | 0.000841035 
3.06934 2.52832 | 0.0027018 
3.1709 2.5752 | 0.00583806 
3.16113 2.72168 | 0.00989285 
3.01074 2.67285 | 0.00576595 
3.09668 2.94434 | 0.0159674 
3.19824 2.77246 | 0.0121912 
3.48145 2.80176 | 0.0195773 
3.50098 2.50098 | 0.0113508 
3.50879 2.66504 | 0.0160927 
3.66699 2.75488 | 0.0231973 
3.93848 2.78809 | 0.0329432 
3.97559 2.5166 | 0.0263615 
3.74512 2.41309 | 0.0160896 
3.56738 2.3623 | 0.00970688 
3.69629 2.21973 | 0.0102872 
3.62012 2.08887 | 0.00556818 
3.75879 2.00098 | 0.00821387 
3.84277 2.12598 | 0.0130614 
3.99902 1.99902 | 0.0162492 
3.79395 1.86816 | 0.00737105 
3.92285 1.67285 | 0.00941806 
3.79785 1.53027 | 0.0041221 
3.83691 1.71777 | 0.00697577 
3.68457 1.68262 | 0.00186868 
3.70215 1.53613 | 0.00119435 
3.66504 1.62207 | 0.000744828 
3.58691 1.50488 | -0.00233516 -13.1498 128.698 
3.52246 1.84277 | -0.000879394 -14.586 182.793 
3.62402 1.79395 | 0.00130614 
