1178 4
0.125977 -0.874023 | 0.0635315 
0.62793 0.983398 | 0.00268321 
0.551758 0.942383 | 0.00533069 
0.62207 0.868164 | 0.00349977 
0.557617 0.803711 | 0.00604466 
0.635742 0.776367 | 0.00376367 
0.709961 0.831055 | 0.00106337 
0.729492 0.72168 | 0.00141184 
0.657227 0.668945 | 0.00412169 
0.612305 0.733398 | 0.00488493 
0.610352 0.588867 | 0.00650465 
0.682617 0.504883 | 0.00535639 
0.711914 0.614258 | 0.00307494 
0.770508 0.540039 | 0.00228996 
0.850586 0.522461 | 0.000299775 
0.850586 0.581055 | -0.000459884 -0.0187328 -180.529 -0.328646 
0.790039 0.586914 | 0.00113864 
0.790039 0.643555 | 0.000476212 
0.766602 0.719727 | 0.000352937 
0.803711 0.72168 | -0.000715865 -1.2403 -127.523 -1.20469 
0.80957 0.692383 | -0.000590301 -1.03962 -135.628 -1.05072 
0.842773 0.725586 | -0.00182867 -0.616002 -160.031 -1.07788 
0.836914 0.649414 | -0.000888519 -0.448575 -162.984 -0.695632 
0.885742 0.62793 | -0.00195462 0.392244 
0.911133 0.670898 | -0.00308873 0.641184 
0.979492 0.725586 | -0.00535292 1.45162 
0.963867 0.56543 | -0.00319296 1.74537 
0.944336 0.442383 | -0.00099324 1.77167 
0.94043 0.383789 | 2.71767e-05 
0.875977 0.397461 | 0.00147107 
0.827148 0.467773 | 0.00170877 
0.782227 0.379883 | 0.00432674 
0.827148 0.350586 | 0.00356226 
0.78418 0.27832 | 0.00604041 
0.893555 0.295898 | 0.00274199 
0.977539 0.323242 | 0.00013115 
0.967773 0.237305 | 0.00195165 
0.928711 0.155273 | 0.00457629 
0.99707 0.0712891 | 0.00471028 
0.864258 0.0517578 | 0.00852667 
0.834961 0.149414 | 0.00717062 
0.682617 0.231445 | 0.00990549 
0.727539 0.0439453 | 0.012546 
0.614258 0.0302734 | 0.0163284 
0.618164 0.149414 | 0.0135594 
0.540039 0.366211 | 0.0120067 
0.743164 0.290039 | 0.007004 
0.737305 0.428711 | 0.00484364 
0.577148 0.399414 | 0.0102459 
0.31543 0.487305 | 0.0180954 
0.411133 0.291992 | 0.0177452 
0.461914 0.0986328 | 0.0198395 
0.301758 0.180664 | 0.0239237 
0.0810547 0.125977 | 0.0339346 
0.0771484 0.424805 | 0.0285743 
0.0830078 0.72168 | 0.0246045 
0.166992 0.518555 | 0.0234749 
0.430664 0.618164 | 0.0121908 
0.25293 0.68457 | 0.0180675 
0.413086 0.848633 | 0.0106652 
0.40918 0.973633 | 0.0100828 
0.28418 0.944336 | 0.0148573 
0.165039 0.827148 | 0.0203008 
0.000976563 1.00098 | 0.0262531 
0.192383 1.12793 | 0.0178572 
0.0751953 1.2998 | 0.0227476 
0.231445 1.47754 | 0.0170224 
0.344727 1.34863 | 0.0121413 
0.334961 1.47363 | 0.0130325 
0.450195 1.4873 | 0.0089436 
0.399414 1.30176 | 0.0100246 
0.420898 1.16113 | 0.00916713 
0.297852 1.19824 | 0.0136817 
0.293945 1.08496 | 0.0139628 
0.416992 1.07324 | 0.00945184 
0.606445 1.00879 | 0.00325978 
0.512695 1.2041 | 0.00597014 
0.606445 1.1748 | 0.00290051 
0.649414 1.2002 | 0.00154317 
0.666992 1.24512 | 0.00102149 
0.71582 1.19043 | -0.000471191 -4.99501 0.98143 
0.749023 1.1709 | -0.0014382 -4.29516 -32.0176 -0.0355235 
0.739258 1.1123 | -0.00108542 -4.13105 -28.681 -0.0770485 
0.682617 1.12207 | 0.000585236 
0.676758 1.01074 | 0.00106085 
0.741211 1.00098 | -0.000823241 -3.5087 -41.6511 -0.329789 
0.75293 1.03613 | -0.00129135 -3.48382 -49.1754 -0.258429 
0.87207 1.03418 | -0.00459106 -1.50872 -150.695 -0.851317 
0.916992 1.02832 | -0.00574417 -0.788787 -177.236 -1.15062 
0.987305 1.1123 | -0.0077168 -0.214942 -188.294 -1.09279 
0.924805 1.1709 | -0.0062303 -1.4556 -166.488 -0.434949 
0.823242 1.21777 | -0.00354222 -3.32381 -94.8641 -0.0600086 
0.795898 1.29199 | -0.00270036 -4.24159 -63.4873 -0.00939434 
0.891602 1.29395 | -0.00529268 -2.71731 -137.154 -0.0551868 
0.891602 1.42285 | -0.00488431 -3.59284 -124.263 -0.00482648 
0.829102 1.48535 | -0.00289212 -5.03653 -73.0072 -0.000250613 
0.811523 1.40723 | -0.0027919 -4.75958 -65.8526 -0.00106792 
0.766602 1.43848 | -0.00138498 -5.73742 -21.7978 -0.000191482 
0.735352 1.48145 | -0.000255935 -6.5932 11.9028 
0.694336 1.45996 | 0.00084604 
0.657227 1.4834 | 0.00210465 
0.65918 1.40723 | 0.0016707 
0.631836 1.38379 | 0.00242917 
0.71582 1.3916 | -0.000104995 -6.29359 21.0986 
0.735352 1.35645 | -0.000803298 -5.70636 -0.597209 -0.000555975 
0.719727 1.2998 | -0.000488296 -5.60637 8.31265 
0.713867 1.25684 | -0.000381789 -5.43616 9.41812 
0.661133 1.31152 | 0.0013055 
0.612305 1.3623 | 0.00297119 
0.50293 1.35059 | 0.00652724 
0.516602 1.48145 | 0.00663042 
0.52832 1.59668 | 0.00701868 
0.602539 1.63574 | 0.00491753 
0.682617 1.72363 | 0.00326642 
0.688477 1.63184 | 0.00221185 
0.643555 1.59277 | 0.00326793 
0.71582 1.54199 | 0.00069748 
0.811523 1.52246 | -0.00218152 -5.60358 -54.3292 -9.01864e-05 
0.762695 1.62012 | -7.65678e-05 -7.19336 0.0319973 
0.813477 1.61035 | -0.00159164 -6.25973 -47.2406 -7.11414e-05 
0.842773 1.55176 | -0.00284202 -5.3197 -77.414 -7.78811e-05 
0.913086 1.62012 | -0.00417354 -4.76599 -116.184 -6.26585e-05 
0.94043 1.71973 | -0.00393367 -5.1901 -117.651 -7.98582e-06 
0.844727 1.70996 | -0.00153174 -6.57837 -63.124 -5.327e-05 
0.823242 1.66699 | -0.00136456 -6.56354 -49.9422 -7.39652e-05 
0.756836 1.64941 | 0.000346955 
0.805664 1.7998 | 0.000539384 
0.790039 1.86816 | 0.00184433 
0.852539 1.85645 | -3.42857e-05 -7.75949 -54.4679 -6.85987e-05 
0.99707 1.8252 | -0.00412091 -5.31354 -117.455 -1.39612e-06 
0.96582 1.96387 | -0.00143307 -7.06921 -100.172 -2.3209e-07 
0.918945 1.98535 | 7.87819e-05 
0.874023 1.97754 | 0.00112781 
0.813477 1.93262 | 0.00209175 
0.657227 1.96582 | 0.00716631 
0.69043 1.7666 | 0.0034984 
0.579102 1.75293 | 0.00683043 
0.616211 1.91504 | 0.00769669 
0.286133 1.97168 | 0.0200838 
0.381836 1.79199 | 0.0140618 
0.448242 1.74902 | 0.0112008 
0.477539 1.5752 | 0.00857643 
0.317383 1.58105 | 0.0143945 
0.30957 1.67871 | 0.0155289 
0.235352 1.58105 | 0.0175505 
0.120117 1.63379 | 0.0226409 
0.241211 1.83691 | 0.0199251 
0.000976563 2.00098 | 0.0322727 
0.250977 2.00879 | 0.0220283 
0.397461 2.11816 | 0.0184217 
0.268555 2.22168 | 0.0252431 
0.299805 2.45996 | 0.0294824 
0.0400391 2.51074 | 0.0413348 
0.0419922 2.77051 | 0.0487349 
0.358398 2.76465 | 0.0358962 
0.483398 2.68066 | 0.0288909 
0.500977 2.50098 | 0.0232922 
0.516602 2.7998 | 0.0314321 
0.807617 2.78613 | 0.0220455 
0.87793 2.9502 | 0.0256105 
0.995117 2.69434 | 0.0143478 
0.842773 2.57324 | 0.0147786 
0.926758 2.52051 | 0.0111489 
0.999023 2.49902 | 0.00879807 
0.989258 2.37988 | 0.0060802 
0.887695 2.35449 | 0.00804996 
0.77832 2.36426 | 0.0112667 
0.75293 2.49707 | 0.015264 
0.59668 2.37207 | 0.0169438 
0.749023 2.24902 | 0.00955783 
0.618164 2.23926 | 0.0133226 
0.604492 2.12402 | 0.0114946 
0.647461 2.02637 | 0.0084326 
0.750977 2.00098 | 0.00491232 
0.750977 2.12988 | 0.00714351 
0.875977 2.12598 | 0.00360471 
0.944336 2.20215 | 0.00330994 
0.999023 2.12402 | 0.00046164 
0.936523 2.06152 | 0.000885957 
0.938477 2.00098 | -0.000169952 -7.83499 -88.8424 -2.43425e-06 
1.00098 2.00098 | -0.00170779 -6.94066 -99.8994 -2.40799e-09 
1.06348 2.06348 | -0.00212723 -6.73565 -81.872 -2.6712e-06 
1.06152 2.12402 | -0.00100052 -7.39493 -76.522 -2.14055e-06 
1.00098 2.12598 | 0.000450898 
1.06348 2.18848 | 0.000187714 
1.12402 2.18652 | -0.00119046 -7.28093 -38.0503 -2.98408e-05 
1.12598 2.12598 | -0.00239041 -6.60442 -42.8032 -3.74707e-05 
1.12598 2.18848 | -0.00119388 -7.27855 -36.5532 -3.15595e-05 
1.18848 2.18848 | -0.00249734 -6.54698 12.311 
1.24902 2.12402 | -0.00491824 -5.19512 61.4959 
1.18652 2.12402 | -0.00369046 -5.87413 4.16502 
1.18652 2.06152 | -0.00480643 -5.22014 -2.08498 -0.000199622 
1.18848 2.00098 | -0.00585257 -4.58317 -6.439 -0.000216565 
1.25098 2.00098 | -0.00707791 -3.90585 51.0319 
1.35449 2.02637 | -0.00852234 -3.15902 144.203 
1.38184 2.12207 | -0.00730394 -3.91161 172.736 
1.37012 2.22559 | -0.00509468 -5.13831 175.329 
1.25098 2.25098 | -0.00244803 -6.56332 76.0319 
1.35645 2.27441 | -0.0038405 -5.80853 170.459 
1.37598 2.37598 | -0.00188064 -6.81736 194.32 
1.43848 2.43848 | -0.00136258 -7.05506 232.782 
1.43652 2.49902 | 0.000203584 
1.37402 2.49902 | 0.00119699 
1.31543 2.43262 | 0.000518098 
1.24902 2.49902 | 0.00341818 
1.18652 2.44238 | 0.0032065 
1.2373 2.38379 | 0.000781388 
1.20996 2.34863 | 0.000495347 
1.24707 2.32715 | -0.000714614 -7.47588 79.9678 
1.20996 2.31152 | -0.000343383 -7.69231 43.8277 
1.15723 2.25098 | -0.000580718 -7.59965 -7.45728 -5.96962e-05 
1.15137 2.30566 | 0.000721238 
1.1377 2.34668 | 0.00193366 
1.08691 2.28613 | 0.00168645 
1.02637 2.35254 | 0.0045576 
1.00098 2.50098 | 0.00880197 
1.12402 2.51855 | 0.00646312 
1.1416 2.60645 | 0.00848296 
1.1377 2.72754 | 0.0121187 
1.00684 2.74512 | 0.0156103 
1.12598 2.88965 | 0.0175844 
1.25098 2.75098 | 0.0105617 
1.25879 2.87793 | 0.0145133 
1.37793 2.88965 | 0.0128071 
1.47949 2.8584 | 0.0101942 
1.49902 2.74902 | 0.00640842 
1.37012 2.74512 | 0.00826093 
1.37402 2.62402 | 0.0046008 
1.30371 2.55566 | 0.00391159 
1.37598 2.50098 | 0.00121555 
1.43848 2.56348 | 0.00188986 
1.49902 2.56152 | 0.000951142 
1.50098 2.50098 | -0.000688262 -7.36655 250.095 
1.62598 2.50098 | -0.00227957 -6.60869 205.508 
1.68848 2.56348 | -0.00129275 -7.10247 162.897 
1.68652 2.62402 | 0.000415009 
1.62598 2.62598 | 0.00112912 
1.69238 2.6709 | 0.00171217 
1.64746 2.74707 | 0.00448726 
1.50098 2.75098 | 0.00644162 
1.50098 2.87207 | 0.0103445 
1.63574 2.87988 | 0.00890393 
1.72363 2.86816 | 0.00759697 
1.75098 2.75098 | 0.0035715 
1.75293 2.8623 | 0.00713129 
1.88184 2.88184 | 0.006798 
1.98145 2.86816 | 0.00580537 
1.93457 2.79004 | 0.00348677 
1.99902 2.74902 | 0.00189865 
1.93848 2.68457 | 0.000223435 
1.87402 2.74902 | 0.00255734 
1.81152 2.68652 | 0.00110666 
1.78027 2.65527 | 0.000439912 
1.81348 2.62598 | -0.000671905 -7.48099 54.3475 
1.87402 2.62402 | -0.00115897 -7.32396 6.99158 
1.81152 2.56152 | -0.0024534 -6.6502 49.6028 
1.81348 2.50098 | -0.0040806 -5.87881 41.8475 
1.87598 2.50098 | -0.00452469 -5.74403 -6.61471 -0.00846608 
1.99902 2.49902 | -0.00522147 -5.6128 -50.0948 -0.0158946 
1.99902 2.37402 | -0.00831277 -4.08997 -62.5948 -0.0609969 
1.87402 2.37402 | -0.00765408 -4.20018 -18.0084 -0.0289306 
1.87402 2.31152 | -0.00908255 -3.46806 -24.2584 -0.0487496 
1.81152 2.31152 | -0.00863602 -3.60454 24.6028 
1.75098 2.37598 | -0.00665457 -4.54381 86.6773 
1.81543 2.43652 | -0.00573115 -5.07819 33.7104 
1.74902 2.49902 | -0.00359158 -6.05022 100.823 
1.62598 2.47559 | -0.00293378 -6.2928 202.969 
1.61816 2.37207 | -0.00537718 -5.07928 197.727 
1.64551 2.27441 | -0.00788173 -3.80507 168.997 
1.74902 2.24902 | -0.0094617 -3.08269 75.8227 
1.63184 2.22168 | -0.0088336 -3.28093 173.579 
1.62012 2.12207 | -0.0106352 -2.26012 171.474 
1.64746 2.02441 | -0.0126504 -1.10871 142.532 
1.75098 2.00098 | -0.0140681 -0.440412 49.1773 
1.81152 2.00098 | -0.0145752 -0.256458 -6.45187 -0.314727 
1.81348 2.06152 | -0.0135838 -0.866301 -2.09779 -0.214079 
1.81348 2.12402 | -0.0124678 -1.52029 4.15221 
1.75098 2.12598 | -0.0119095 -1.73008 61.6773 
1.81348 2.18848 | -0.0112351 -2.21518 10.5975 
1.87402 2.18652 | -0.0117051 -2.06242 -36.7584 -0.130105 
1.87598 2.12598 | -0.0128758 -1.40626 -44.1147 -0.20432 
1.99902 2.12402 | -0.0135579 -1.2787 -87.5948 -0.358164 
1.93652 2.06152 | -0.0143836 -0.652678 -82.0727 -0.382799 
1.93848 2.00098 | -0.0154004 -0.0360537 -88.8319 -0.455924 
1.96973 2.03223 | -0.0150437 -0.331226 -94.0708 -0.442865 
1.99902 1.99902 | -0.0157117 0.00975662 
1.96777 1.91699 | -0.0168199 0.80564 
1.91895 1.99512 | -0.015388 0.00314448 
1.77051 1.96191 | -0.0148502 0.0114923 
1.84082 1.93457 | -0.015814 0.467635 
1.78223 1.87207 | -0.0162379 0.90904 
1.83496 1.77637 | -0.0178455 1.92215 
1.98926 1.78223 | -0.018666 2.05837 
1.91699 1.64941 | -0.0196793 3.15073 
1.90527 1.53809 | -0.0204883 4.02342 
1.76465 1.5459 | -0.0194082 3.64084 
1.87207 1.72363 | -0.0186827 2.45907 
1.63379 1.66895 | -0.017095 2.10523 
1.68652 1.53223 | -0.0187597 3.44829 
1.53613 1.53613 | -0.016963 2.60648 
1.57129 1.6709 | -0.0163298 1.74391 
1.51465 1.72949 | -0.0149993 0.886266 
1.53027 1.81152 | -0.0142751 0.263714 
1.55176 1.8584 | -0.0139629 -0.029397 177.976 
1.61816 1.87402 | -0.0145716 0.2076 
1.57324 1.77051 | -0.015317 0.898518 
1.72559 1.79395 | -0.0167216 1.43146 
1.66113 1.8291 | -0.0156385 0.838531 
1.74902 1.88574 | -0.0157638 0.672516 
1.72754 1.94043 | -0.0147854 0.071311 
1.68066 1.96582 | -0.0139381 -0.369287 109.88 
1.60449 1.90723 | -0.013952 -0.180078 159.536 
1.42676 1.98535 | -0.0103532 -2.13604 182.934 
1.49902 1.83496 | -0.0135546 -0.160604 183.493 
1.35449 1.84082 | -0.0112447 -1.36516 125.648 
1.27051 1.91309 | -0.00877553 -2.84529 60.5965 
1.37012 1.96191 | -0.00980781 -2.37799 148.962 
1.2041 1.99316 | -0.00629077 -4.33075 6.66982 
1.24902 1.90332 | -0.00850984 -2.973 39.4256 
1.1748 1.9209 | -0.0067928 -3.95343 -26.1585 -0.00016907 
1.1084 1.9873 | -0.00438557 -5.39396 -67.7916 -2.36623e-05 
1.11621 1.87988 | -0.00613161 -4.25909 -73.7586 -3.8585e-05 
1.12402 1.7666 | -0.00771237 -3.13092 -80.0424 -0.00036708 
1.19238 1.77051 | -0.00909228 -2.36623 -26.0593 -0.0017651 
1.18066 1.71777 | -0.00942865 -2.03875 -41.5083 -0.00419427 
1.06543 1.65527 | -0.00755476 -2.91525 -121.967 -0.00129764 
1.08301 1.50488 | -0.00909375 -1.50109 -129.559 -0.0402765 
1.22168 1.57715 | -0.0115065 -0.425316 -18.8213 -0.106003 
1.22949 1.52832 | -0.0120032 0.0377989 
1.30371 1.53027 | -0.0133759 0.778863 
1.34863 1.61621 | -0.0135194 0.523272 
1.30371 1.60059 | -0.012862 0.228517 
1.25488 1.57129 | -0.012189 -0.0279262 11.7439 
1.2998 1.67676 | -0.0121235 -0.433469 63.8651 
1.35254 1.73145 | -0.0124938 -0.405908 113.246 
1.34277 1.65332 | -0.0130966 0.1667 
1.4209 1.64355 | -0.0144626 0.917941 
1.44629 1.73535 | -0.0139532 0.34225 
1.48145 1.61621 | -0.0156045 1.6023 
1.43066 1.58496 | -0.0150993 1.46875 
1.40332 1.43848 | -0.0155843 2.35456 
1.45215 1.25879 | -0.0168726 3.95431 
1.34082 1.27246 | -0.0150656 2.93462 
1.35059 1.40918 | -0.0148474 2.10679 
1.21973 1.41699 | -0.0124198 0.75237 
1.15723 1.42871 | -0.0111031 -0.0354475 -89.6838 -0.321702 
1.12988 1.45215 | -0.0104127 -0.529504 -107.535 -0.177288 
1.07129 1.49512 | -0.00888917 -1.57805 -135.682 -0.039087 
1.06543 1.33691 | -0.00944005 -0.533776 -153.803 -0.334399 
1.01855 1.25684 | -0.00850957 -0.638223 -173.296 -0.474747 
1.11816 1.30176 | -0.0106928 0.363326 
1.18066 1.30371 | -0.012002 1.08896 
1.2002 1.21191 | -0.0125025 1.88589 
1.15527 1.14551 | -0.0115558 1.76423 
1.10254 1.21582 | -0.0104533 0.711146 
1.07324 1.24121 | -0.00978718 0.184044 
1.0166 1.22363 | -0.0084901 -0.458974 -176.819 -0.629369 
1.00488 1.15918 | -0.00820029 -0.236037 -184.011 -0.926182 
1.05762 1.15332 | -0.00942783 0.507371 
1.08691 1.18066 | -0.0101067 0.725318 
1.10645 1.06738 | -0.0103655 1.60701 
1.12793 1.02246 | -0.0106915 2.10514 
1.25293 1.00488 | -0.0131499 3.59973 
1.26465 1.12598 | -0.0136964 3.07529 
1.38574 1.13965 | -0.0158334 4.13278 
1.52832 1.04199 | -0.0177388 5.74062 
1.71191 1.16309 | -0.0201041 6.04173 
1.58691 1.3584 | -0.0184904 4.20188 
1.60059 1.43652 | -0.0183476 3.73314 
1.69434 1.37988 | -0.0196195 4.59099 
1.7666 1.26074 | -0.0205848 5.64803 
1.80957 1.40918 | -0.0205381 4.7837 
1.89746 1.34277 | -0.0213809 5.41938 
1.75879 1.13965 | -0.0205169 6.34896 
2.00098 1.00098 | -0.0217078 7.49511 
2.16699 1.16699 | -0.0224782 6.40167 
2.0459 1.25293 | -0.0222345 6.06079 
2.13184 1.46582 | -0.0217469 4.50773 
2.35059 1.27637 | -0.0222149 5.07367 
2.30762 1.48926 | -0.0215475 3.79814 
2.42871 1.47363 | -0.0212282 3.29468 
2.41113 1.31934 | -0.0219118 4.47456 
2.4502 1.18066 | -0.0218703 5.10761 
2.28809 1.04395 | -0.0221789 6.6991 
2.61426 1.08301 | -0.020647 4.44751 
2.58105 1.22168 | -0.0210433 3.92413 
2.71191 1.24707 | -0.0198573 2.59244 
2.65137 1.04785 | -0.0202312 4.30863 
2.83105 1.08301 | -0.0183808 2.27154 
2.94043 1.04395 | -0.0167741 1.13372 
2.90332 1.09863 | -0.0174507 1.31593 
2.92871 1.1416 | -0.0171557 0.752254 
2.97168 1.18066 | -0.0165414 -0.0415956 -179.559 -0.00288819 
2.98535 1.24512 | -0.0163119 -0.618276 -174.85 -0.00977318 
2.8877 1.2002 | -0.0177708 0.926585 
2.83301 1.15332 | -0.0184712 1.85587 
2.75488 1.35645 | -0.0191763 1.44286 
2.8584 1.30176 | -0.0180616 0.646567 
2.90137 1.28027 | -0.0175164 0.260147 
2.9541 1.2666 | -0.016769 -0.332295 -167.136 -0.0136061 
2.92285 1.37988 | -0.0169513 -0.674462 -144.716 -0.0547953 
2.85449 1.44434 | -0.0176194 -0.2858 -97.0995 -0.0977782 
2.81934 1.40527 | -0.0182429 0.401132 
2.75098 1.39355 | -0.0190896 1.22858 
2.7041 1.43848 | -0.0193901 1.38419 
2.69434 1.3623 | -0.0197929 2.01238 
2.59082 1.37207 | -0.0206765 2.86947 
2.5166 1.39355 | -0.021123 3.2917 
2.50098 1.50098 | -0.0206883 2.62477 
2.53613 1.62793 | -0.0195389 1.37851 
2.56934 1.71777 | -0.018455 0.37214 
2.64746 1.65332 | -0.0184428 0.255179 
2.64355 1.70801 | -0.0179519 -0.169356 113.829 
2.70996 1.69824 | -0.0174169 -0.710376 57.1892 
2.72754 1.62207 | -0.0179356 -0.253566 33.3327 
2.71582 1.57715 | -0.0184169 0.223183 
2.68457 1.61621 | -0.0184196 0.215235 
2.67285 1.55176 | -0.0190268 0.836166 
2.75098 1.50098 | -0.0185584 0.451244 
2.78223 1.53223 | -0.0180064 -0.118451 -26.9149 -0.183657 
2.75098 1.56348 | -0.0181431 -0.0275766 5.4551 
2.81348 1.56348 | -0.0174153 -0.706593 -51.8769 -0.231563 
2.87598 1.50098 | -0.0170247 -0.961041 -106.595 -0.155995 
2.87598 1.62598 | -0.016116 -1.93821 -94.0952 -0.347333 
2.94824 1.69043 | -0.0144961 -3.38807 -123.084 -0.489528 
2.87402 1.74902 | -0.0149427 -2.95269 -80.4886 -0.605435 
