611 4
0.250977 -0.749023 | 0.0534738 
0.985352 0.49707 | -0.00280519 2.23292 
0.90918 0.432617 | 5.09346e-05 
0.807617 0.432617 | 0.00277606 
0.756836 0.305664 | 0.00632559 
0.901367 0.168945 | 0.00499521 
0.774414 0.0439453 | 0.0111876 
0.53418 0.108398 | 0.0171655 
0.647461 0.489258 | 0.00665532 
0.331055 0.331055 | 0.0199802 
0.334961 0.102539 | 0.0243279 
0.192383 0.442383 | 0.0235451 
0.243164 0.618164 | 0.0191774 
0.370117 0.700195 | 0.0134828 
0.334961 0.889648 | 0.0132469 
0.000976563 1.00098 | 0.0262531 
0.0458984 1.34277 | 0.0241054 
0.290039 1.49902 | 0.0148737 
0.254883 1.24316 | 0.0153534 
0.524414 1.09863 | 0.00567864 
0.573242 1.14941 | 0.003989 
0.655273 1.23535 | 0.0013743 
0.696289 1.23535 | 0.000123963 
0.709961 1.18066 | -0.000294097 -5.04187 5.37755 
0.749023 1.10059 | -0.00134784 -3.89588 -39.0488 -0.106846 
0.657227 1.09668 | 0.00140825 
0.698242 1.00879 | 0.000418382 
0.762695 1.03418 | -0.00156659 -3.30523 -58.5618 -0.298038 
0.87207 1.08887 | -0.00474252 -1.79898 -145.227 -0.559574 
0.938477 1.21387 | -0.00658366 -1.50891 -167.553 -0.32045 
0.80957 1.36035 | -0.00290993 -4.46752 -68.8311 -0.00299111 
0.954102 1.40527 | -0.006556 -2.53354 -153.284 -0.024214 
0.862305 1.45605 | -0.00395007 -4.28878 -101.69 -0.00115078 
0.75293 1.40137 | -0.00115439 -5.70947 -12.652 -0.000306456 
0.706055 1.44434 | 0.000415726 
0.629883 1.41699 | 0.00262354 
0.694336 1.41504 | 0.000632661 
0.723633 1.3623 | -0.000439971 -5.95297 10.9393 
0.719727 1.29785 | -0.000492156 -5.59369 8.11733 
0.682617 1.30762 | 0.000640321 
0.65332 1.3584 | 0.00167308 
0.545898 1.34668 | 0.00507567 
0.522461 1.45801 | 0.00630705 
0.614258 1.69629 | 0.00510881 
0.674805 1.54395 | 0.00194519 
0.696289 1.51074 | 0.00107707 
0.741211 1.50488 | -0.000289809 -6.6655 8.73957 
0.811523 1.58105 | -0.0017693 -6.0582 -48.4698 -6.78805e-05 
0.99707 1.53027 | -0.0069388 -2.83954 -146.948 -0.0047399 
0.834961 1.70215 | -0.00134515 -6.66908 -56.1316 -6.56504e-05 
0.879883 1.75684 | -0.00197224 -6.42912 -83.6026 -2.29705e-05 
0.93457 1.95605 | -0.00077069 -7.44829 -91.9054 -3.0676e-06 
0.852539 1.91504 | 0.000769318 
0.762695 1.92285 | 0.00338359 
0.631836 1.8916 | 0.00687451 
0.586914 1.80762 | 0.00721245 
0.336914 1.81738 | 0.0160225 
0.40918 1.59277 | 0.0111131 
0.104492 1.50098 | 0.0223174 
0.000976563 2.00098 | 0.0322727 
0.0439453 2.55762 | 0.042417 
0.500977 2.50098 | 0.0232922 
0.84082 2.79199 | 0.0213181 
0.922852 2.68652 | 0.0159086 
0.999023 2.49902 | 0.00879807 
0.754883 2.49902 | 0.0152583 
0.749023 2.24902 | 0.00955783 
0.600586 2.09863 | 0.0111567 
0.750977 2.00098 | 0.00491232 
0.754883 2.13184 | 0.00706682 
0.875977 2.12598 | 0.00360471 
0.999023 2.12402 | 0.00046164 
0.936523 2.06152 | 0.000885957 
1.00098 2.00098 | -0.00170779 -6.94066 -99.8994 -2.40799e-09 
1.12598 2.12598 | -0.00239041 -6.60442 -42.8032 -3.74707e-05 
1.18848 2.18848 | -0.00249734 -6.54698 12.311 
1.24902 2.12402 | -0.00491824 -5.19512 61.4959 
1.25098 2.00098 | -0.00707791 -3.90585 51.0319 
1.37598 2.12012 | -0.0072437 -3.94145 168.734 
1.25098 2.25098 | -0.00244803 -6.56332 76.0319 
1.37598 2.37598 | -0.00188064 -6.81736 194.32 
1.43848 2.43848 | -0.00136258 -7.05506 232.782 
1.37402 2.49902 | 0.00119699 
1.24902 2.49902 | 0.00341818 
1.21973 2.38379 | 0.00112293 
1.1416 2.36426 | 0.00225704 
1.00098 2.50098 | 0.00880197 
1.0127 2.74707 | 0.0155312 
1.25098 2.75098 | 0.0105617 
1.38184 2.90137 | 0.0131404 
1.49902 2.74902 | 0.00640842 
1.37402 2.62402 | 0.0046008 
1.37598 2.50098 | 0.00121555 
1.43848 2.56348 | 0.00188986 
1.50098 2.50098 | -0.000688262 -7.36655 250.095 
1.62598 2.50098 | -0.00227957 -6.60869 205.508 
1.68848 2.56348 | -0.00129275 -7.10247 162.897 
1.62598 2.62598 | 0.00112912 
1.65332 2.73145 | 0.00394183 
1.50098 2.75098 | 0.00644162 
1.62793 2.8877 | 0.0092558 
1.75098 2.75098 | 0.0035715 
1.88965 2.87598 | 0.00655216 
1.98145 2.86035 | 0.00554533 
1.99902 2.74902 | 0.00189865 
1.87402 2.74902 | 0.00255734 
1.81152 2.68652 | 0.00110666 
1.81348 2.62598 | -0.000671905 -7.48099 54.3475 
1.87402 2.62402 | -0.00115897 -7.32396 6.99158 
1.81152 2.56152 | -0.0024534 -6.6502 49.6028 
1.87598 2.50098 | -0.00452469 -5.74403 -6.61471 -0.00846608 
1.99902 2.49902 | -0.00522147 -5.6128 -50.0948 -0.0158946 
1.87402 2.37402 | -0.00765408 -4.20018 -18.0084 -0.0289306 
1.81152 2.31152 | -0.00863602 -3.60454 24.6028 
1.75098 2.37598 | -0.00665457 -4.54381 86.6773 
1.74902 2.49902 | -0.00359158 -6.05022 100.823 
1.62402 2.37012 | -0.00549077 -5.02529 193.724 
1.74902 2.24902 | -0.0094617 -3.08269 75.8227 
1.62402 2.11621 | -0.0107881 -2.17753 168.333 
1.63965 2.0166 | -0.0126917 -1.06846 147.526 
1.75098 2.00098 | -0.0140681 -0.440412 49.1773 
1.75098 2.12598 | -0.0119095 -1.73008 61.6773 
1.81348 2.18848 | -0.0112351 -2.21518 10.5975 
1.87598 2.12598 | -0.0128758 -1.40626 -44.1147 -0.20432 
1.99902 2.12402 | -0.0135579 -1.2787 -87.5948 -0.358164 
1.93652 2.06152 | -0.0143836 -0.652678 -82.0727 -0.382799 
1.99902 1.99902 | -0.0157117 0.00975662 
1.93262 1.96582 | -0.0159203 0.307345 
1.7998 1.89355 | -0.0160883 0.757806 
1.76074 1.79004 | -0.0170891 1.59187 
1.92285 1.81738 | -0.0179203 1.70147 
1.97949 1.50293 | -0.0210961 4.35009 
1.80176 1.63965 | -0.0189811 3.00597 
1.71387 1.60059 | -0.0185321 3.02676 
1.50098 1.60254 | -0.0159933 1.85034 
1.52441 1.71582 | -0.0152751 1.06919 
1.6123 1.80957 | -0.0153304 0.769835 
1.72363 1.83691 | -0.0161741 1.03396 
1.69434 1.91699 | -0.0148023 0.164029 
1.63184 1.96387 | -0.013437 -0.583219 147.798 
1.58887 1.89355 | -0.013955 -0.137694 166.571 
1.40918 1.97363 | -0.010261 -2.16215 173.602 
1.31543 1.85059 | -0.0104427 -1.81609 95.0133 
1.26465 1.88379 | -0.0090755 -2.62681 52.1787 
1.25879 1.94043 | -0.00815886 -3.2284 52.3359 
1.23145 1.89551 | -0.00828171 -3.08429 22.1173 
1.15918 1.95215 | -0.00600966 -4.43678 -35.7971 -0.00011134 
1.0498 1.90137 | -0.00435135 -5.30793 -102.573 -1.59537e-06 
1.20801 1.83301 | -0.00865253 -2.75571 -5.80379 -0.000764662 
1.01465 1.73535 | -0.0055834 -4.2711 -125.828 -4.05506e-05 
1.17676 1.54004 | -0.0108735 -0.635743 -62.6001 -0.0976988 
1.21387 1.61621 | -0.0110431 -0.822044 -22.127 -0.0520191 
1.25293 1.52637 | -0.0124654 0.299716 
1.32129 1.57715 | -0.0133563 0.582559 
1.31738 1.61035 | -0.013026 0.281043 
1.27637 1.60645 | -0.012317 -0.0880861 35.3945 
1.32715 1.69629 | -0.0124183 -0.337444 89.5358 
1.3584 1.66309 | -0.0132726 0.226665 
1.40137 1.62793 | -0.0142906 0.885993 
1.45996 1.57324 | -0.0156303 1.78698 
1.48535 1.26465 | -0.017351 4.16233 
1.33301 1.45801 | -0.0143176 1.5961 
1.15137 1.40332 | -0.0110903 0.0754966 
1.06934 1.4541 | -0.00907031 -1.30086 -140.571 -0.0741374 
1.0498 1.40137 | -0.00886502 -1.17951 -152.573 -0.122183 
1.07715 1.28418 | -0.00982118 -0.0370646 -154.293 -0.622443 
1.17676 1.26074 | -0.0119929 1.31988 
1.14355 1.35449 | -0.0111006 0.319637 
1.19043 1.25879 | -0.0122731 1.48721 
1.11816 1.24121 | -0.0107793 0.748248 
1.10059 1.06543 | -0.0102318 1.54447 
1.2998 1.00684 | -0.0140234 4.06103 
1.41699 1.19434 | -0.0163687 4.0735 
1.66895 1.24316 | -0.0196612 5.37527 
1.7373 1.33887 | -0.0201663 5.03936 
1.93262 1.33301 | -0.0216082 5.52619 
2.00098 1.00098 | -0.0217078 7.49511 
2.05957 1.27441 | -0.0222474 5.91503 
2.33105 1.27832 | -0.0222669 5.15365 
2.49707 1.14746 | -0.0215899 4.99251 
2.6084 1.02051 | -0.0205099 4.82593 
2.67676 1.23145 | -0.0202171 3.02829 
2.79004 1.11816 | -0.0189516 2.53982 
2.97949 1.02246 | -0.0161087 0.7239 
2.91504 1.06738 | -0.0172113 1.33718 
2.99707 1.13184 | -0.0161003 -0.106445 -186.79 -0.000820902 
2.93066 1.21387 | -0.0171594 0.301486 
2.8584 1.16309 | -0.0181515 1.50108 
2.75684 1.32715 | -0.0192377 1.61891 
2.91699 1.2627 | -0.0173199 0.174594 
2.96191 1.35645 | -0.0164501 -1.02541 -160.073 -0.043053 
2.93652 1.40527 | -0.016654 -1.02779 -147.687 -0.0708121 
2.99121 1.49512 | -0.0153689 -2.41135 -150.258 -0.153802 
2.81543 1.45605 | -0.0180568 0.0822232 
2.72559 1.4541 | -0.0190919 1.0579 
2.60645 1.35059 | -0.0206213 2.88579 
2.50098 1.50098 | -0.0206883 2.62477 
2.54199 1.63379 | -0.0194487 1.28686 
2.65137 1.65527 | -0.0183899 0.203791 
2.64941 1.70605 | -0.0179194 -0.205297 109.24 
2.7041 1.69824 | -0.0174764 -0.652837 62.5108 
2.72559 1.62207 | -0.0179562 -0.233856 35.1534 
2.68652 1.6123 | -0.018433 0.228167 
2.6748 1.5498 | -0.019022 0.833032 
2.75098 1.50098 | -0.0185584 0.451244 
2.81348 1.56348 | -0.0174153 -0.706593 -51.8769 -0.231563 
2.87598 1.50098 | -0.0170247 -0.961041 -106.595 -0.155995 
2.87598 1.62598 | -0.016116 -1.93821 -94.0952 -0.347333 
2.87402 1.74902 | -0.0149427 -2.95269 -80.4886 -0.605435 
2.81152 1.68652 | -0.0163933 -1.68431 -37.8714 -0.451321 
2.75098 1.68848 | -0.0170782 -1.04381 17.9551 
2.75098 1.75098 | -0.0164285 -1.58123 24.2051 
2.78223 1.81738 | -0.0152985 -2.50636 1.60069 
2.85645 1.83496 | -0.014159 -3.51144 -59.4884 -0.780518 
2.84668 1.77246 | -0.0150409 -2.83228 -58.346 -0.647507 
2.88574 1.81348 | -0.014034 -3.66993 -81.6096 -0.748793 
2.91504 1.95996 | -0.0116118 -5.41818 -83.1175 -0.973461 
2.85645 1.8877 | -0.0134615 -4.00222 -54.2149 -0.871325 
2.81152 1.87793 | -0.0141645 -3.38995 -18.7308 -0.832097 
2.79004 1.95215 | -0.0133613 -3.86167 7.9037 
2.68457 1.89746 | -0.0152874 -2.25532 99.7135 
2.63965 1.7959 | -0.0170161 -0.904448 125.478 
2.49902 1.99902 | -0.0152215 -1.71957 199.899 
2.37402 1.99902 | -0.0158128 -0.96172 155.303 
2.31152 1.93652 | -0.016951 -0.049244 100.189 
2.31348 1.87598 | -0.0178018 0.519366 
2.37402 1.87402 | -0.0176541 0.248608 
2.37012 1.75098 | -0.0191748 1.38391 
2.49902 1.74902 | -0.0185916 0.622956 
2.46973 1.64746 | -0.0197703 1.68244 
2.37598 1.61426 | -0.0204742 2.50377 
2.24902 1.74902 | -0.0194617 1.92165 
2.12793 1.61816 | -0.0206994 3.34021 
2.00098 1.75098 | -0.0190681 2.3352 
2.12598 1.87598 | -0.0178758 1.09157 
2.18848 1.93848 | -0.0170452 0.359081 
2.18652 1.99902 | -0.0161138 -0.231841 -8.36059 -0.377736 
2.12402 1.99902 | -0.0160579 -0.0970549 -56.8198 -0.392665 
2.00098 2.00098 | -0.0156883 -0.00977463 -99.8996 -0.458031 
2.02441 2.1748 | -0.0126893 -1.82858 -80.7593 -0.310089 
2.10059 2.1748 | -0.0128987 -1.8947 -53.5524 -0.370406 
2.18652 2.14551 | -0.0135583 -1.74961 6.28784 
2.16699 2.24902 | -0.0114846 -2.83892 0.158144 
2.24707 2.15527 | -0.0133524 -2.03692 62.7525 
2.18066 2.10254 | -0.0143505 -1.27834 -3.05699 -0.415421 
2.16699 2.06152 | -0.0150669 -0.818353 -18.5919 -0.411665 
2.20605 2.03809 | -0.0154758 -0.679337 12.9032 
2.29004 2.05176 | -0.015164 -1.10846 92.5004 
2.35059 2.0498 | -0.0150516 -1.35779 143.581 
2.34277 2.19629 | -0.0123702 -2.87514 152.184 
2.49902 2.33301 | -0.00876878 -5.33665 233.298 
2.24902 2.49902 | -0.00560135 -6.04344 98.9681 
2.22559 2.3252 | -0.00983281 -3.86973 59.5869 
2.14941 2.3252 | -0.00981377 -3.67136 -6.10338 -0.20131 
2.08301 2.25098 | -0.0113176 -2.71509 -54.9639 -0.253722 
2.10059 2.5498 | -0.00418144 -6.32402 -16.0524 -0.0148017 
2.24902 2.54199 | -0.00446654 -6.58495 103.265 
2.12598 2.62598 | -0.00211111 -7.34959 7.17701 
2.21191 2.6377 | -0.0018289 -7.70545 78.2035 
2.24902 2.70801 | 0.000264909 
2.10059 2.7002 | 0.000104691 
2.07324 2.75488 | 0.00183728 
2.03809 2.94043 | 0.00805312 
2.24121 2.97949 | 0.00918291 
2.21191 2.75293 | 0.00161733 
2.27051 2.83105 | 0.00415311 
2.39746 2.87988 | 0.00610997 
2.4502 2.85645 | 0.00556409 
2.45996 2.75293 | 0.0022917 
2.48535 2.63379 | -0.00112823 -8.97799 262.742 
2.34473 2.5498 | -0.00407082 -7.07901 189.066 
2.71973 2.51855 | -0.00241298 -9.45506 130.242 
2.63184 2.62402 | -0.00035675 -9.98609 213.834 
2.72559 2.72559 | 0.00353653 
2.54395 2.73145 | 0.00213623 
2.66699 2.99902 | 0.0120457 
2.87012 2.9541 | 0.0127593 
2.89941 2.7002 | 0.00489766 
2.77051 2.6709 | 0.00239021 
2.85059 2.61621 | 0.00178915 
2.77637 2.57715 | -0.00021263 -10.79 83.006 
2.82324 2.54395 | -0.000553802 -10.8856 37.8029 
2.87598 2.52441 | -0.000389831 -11.2604 -4.25143 -0.0650224 
2.89355 2.54004 | 0.000267228 
2.99902 2.49902 | 0.000759003 
2.87598 2.45801 | -0.00210472 -10.4332 -10.8921 -0.13017 
2.9502 2.39941 | -0.00248613 -10.6629 -52.7636 -0.224064 
2.91699 2.25098 | -0.0063137 -8.50665 -54.9431 -0.567258 
2.87402 2.37402 | -0.00417361 -9.39495 -17.9886 -0.266004 
2.83301 2.25098 | -0.00744749 -7.486 0.389609 
2.7998 2.39941 | -0.0045164 -8.83524 43.7917 
2.64551 2.38574 | -0.00645538 -7.12303 180.151 
2.58887 2.36816 | -0.00734175 -6.42859 214.047 
2.69434 2.26074 | -0.00880458 -6.12532 127.498 
2.50098 2.16699 | -0.0122434 -3.48254 216.697 
2.64551 2.08105 | -0.0127527 -3.72058 149.683 
2.7998 2.10059 | -0.0107918 -5.47343 13.9089 
2.83301 2.24902 | -0.00748851 -7.46403 0.194296 
2.85059 2.1748 | -0.00876494 -6.84872 -21.1088 -0.737823 
2.87598 2.12598 | -0.00935623 -6.62816 -44.0952 -0.84965 
2.91699 2.24902 | -0.00635472 -8.48467 -55.1384 -0.572391 
2.95801 2.11426 | -0.00839557 -7.54868 -83.3746 -0.893825 
3.00098 2.00098 | -0.00966873 -6.96778 -99.8997 -0.99999 
3.06934 2.05762 | -0.00758748 -8.5253 -80.2431 -0.963851 
3.00684 2.11816 | -0.00755991 -8.25626 -88.0467 -0.889969 
3.12598 2.12598 | -0.00535135 -10.1038 -42.8428 -0.847716 
3.12598 2.18848 | -0.00415481 -10.7779 -36.5928 -0.714024 
3.18848 2.18848 | -0.00295828 -11.7824 12.2595 
3.24902 2.12402 | -0.00295731 -12.1124 61.4403 
3.25098 2.00098 | -0.00503885 -10.8774 50.9763 
3.36426 2.0166 | -0.00227666 -13.0917 150.297 
3.37598 2.12012 | -0.000204635 -14.3852 168.695 
3.25098 2.25098 | -0.000408965 -13.5349 75.9763 
3.25098 2.31348 | 0.000943818 
3.31348 2.31348 | 0.0022966 
3.37598 2.25098 | 0.00237473 
3.37598 2.37598 | 0.00515842 
3.24902 2.49902 | 0.00537912 
3.24707 2.35449 | 0.00179208 
3.22559 2.30371 | 0.000200043 
3.16504 2.2998 | -0.00109129 -12.6486 3.62209 
3.10254 2.34473 | -0.00125024 -12.186 -35.4805 -0.330698 
3.02051 2.37793 | -0.00189249 -11.3686 -60.968 -0.266192 
3.07715 2.44824 | 0.000774979 
3.00098 2.50098 | 0.000841035 
3.16699 2.62402 | 0.00712917 
3.03223 2.64355 | 0.00526451 
3.08691 2.99512 | 0.0175906 
3.2002 2.76465 | 0.0119852 
3.48145 2.78418 | 0.0190173 
3.50098 2.50098 | 0.0113508 
3.52441 2.65332 | 0.0161621 
3.62598 2.78223 | 0.0228685 
3.95605 2.50293 | 0.0253135 
3.72559 2.40723 | 0.0153481 
3.70996 2.22559 | 0.0108181 
3.61816 2.09277 | 0.00558234 
3.75488 2.00293 | 0.00812357 
3.99902 1.99902 | 0.0162492 
3.88965 1.74902 | 0.00906339 
3.86621 1.56348 | 0.00658374 
3.71973 1.71973 | 0.00329685 
3.71973 1.61035 | 0.00227957 
3.67871 1.53809 | 0.000508881 
3.6084 1.61035 | -0.000980254 -14.448 127.601 
3.53223 1.75098 | -0.00171597 -13.9684 172.043 
3.56934 1.85059 | 0.00048343 
3.63574 1.78223 | 0.00150343 
3.6377 1.91699 | 0.00331046 
3.5791 1.99707 | 0.00287242 
3.55566 1.88379 | 0.000553925 
3.49902 1.93848 | -0.000171905 -14.9989 193.845 
3.36035 1.78613 | -0.00560033 -10.8268 124.448 
3.30371 1.87793 | -0.00572234 -10.6198 87.4182 
3.20605 1.98145 | -0.00627197 -9.91648 7.21239 
3.22754 1.89746 | -0.00707712 -9.46515 18.6067 
3.19434 1.92676 | -0.00733119 -9.18681 -8.76104 -0.886851 
3.16895 1.90137 | -0.00819229 -8.52711 -33.0302 -0.874365 
3.09863 1.96387 | -0.00858966 -8.02384 -75.7405 -0.970338 
3.02832 1.90723 | -0.0106372 -6.43713 -106.915 -0.933801 
3.08105 1.84082 | -0.0106309 -6.58738 -96.9002 -0.813304 
3.16113 1.78809 | -0.00980379 -7.35583 -50.6952 -0.675882 
3.19043 1.71387 | -0.0100499 -7.18448 -33.4925 -0.50514 
3.08105 1.56738 | -0.0133877 -4.25755 -124.244 -0.250614 
3.17676 1.54199 | -0.0117899 -5.56073 -62.4546 -0.201745 
3.23145 1.61035 | -0.0101773 -7.01404 -6.45354 -0.293679 
3.2998 1.5498 | -0.00918066 -7.73732 51.1169 
3.28809 1.65137 | -0.00862337 -8.33952 50.6487 
3.41113 1.65332 | -0.00577658 -10.6621 142.526 
3.43848 1.44043 | -0.00658369 -9.55664 132.957 
3.45801 1.32715 | -0.0065125 -9.16572 127.512 
3.32129 1.3252 | -0.00977037 -6.514 47.4442 
3.29395 1.42285 | -0.0100362 -6.68831 33.1371 
3.36621 1.47949 | -0.00811836 -8.43427 97.9657 
3.19238 1.4541 | -0.0120061 -5.15948 -57.7519 -0.10261 
3.08691 1.32324 | -0.0144819 -2.58147 -145.879 -0.0289072 
3.20605 1.20996 | -0.0123775 -3.76118 -69.936 -0.00482797 
3.09668 1.08887 | -0.0143362 -1.31621 -164.3 -0.000166333 
3.27832 1.04395 | -0.0106287 -4.07249 -19.0966 -8.61449e-06 
3.36621 1.08887 | -0.00877602 -5.92611 58.9032 
3.30957 1.15137 | -0.0101649 -5.22366 19.9383 
3.42871 1.14551 | -0.007373 -7.45557 99.7329 
3.48535 1.07324 | -0.00581804 -8.20094 106.685 
3.56152 1.00098 | -0.00356644 -9.43791 89.0482 
3.62988 1.0459 | -0.00181688 -11.1828 57.3905 
3.62793 1.16309 | -0.00209654 -11.7858 70.4419 
3.60645 1.24512 | -0.00269876 -11.7971 92.2272 
3.50098 1.28223 | -0.00550699 -9.75561 128.22 
3.53027 1.37988 | -0.00448015 -11.0223 135.292 
3.6416 1.38965 | -0.00135818 -13.5421 83.4514 
3.63965 1.45996 | -0.00109833 -13.9985 91.9052 
3.69629 1.46191 | 0.000574799 
3.73535 1.34473 | 0.0012825 
3.78027 1.28027 | 0.00253708 
3.78027 1.35254 | 0.00270532 
3.82715 1.40137 | 0.00438161 
3.96973 1.2998 | 0.00891893 
3.87207 1.1416 | 0.0054923 
3.99902 0.999023 | 0.0102688 
3.86816 0.842773 | 0.00660382 
3.79199 0.897461 | 0.00375969 
3.7002 0.973633 | 0.000518281 
3.67871 0.879883 | 0.000390611 
3.66699 0.94043 | -0.000305572 -11.5087 18.8233 
3.62012 0.96582 | -0.00178427 -10.5597 55.8873 
3.59863 0.866211 | -0.00182411 -9.62321 58.7564 
3.6123 0.762695 | -0.000641601 -9.50653 40.4835 
3.62988 0.790039 | -0.000373672 -10.0084 31.8045 
3.66309 0.825195 | 0.00031099 
3.72363 0.772461 | 0.00254247 
3.66699 0.72168 | 0.00130856 
3.60059 0.71582 | -0.000539291 -9.0718 42.6395 
3.50684 0.72168 | -0.0031339 -7.06979 72.0317 
3.57715 0.665039 | -0.00067279 -8.37928 49.2471 
3.53223 0.598633 | -0.0011353 -7.1995 56.8087 
3.54785 0.538086 | 4.83406e-05 
3.5752 0.506836 | 0.00121639 
3.73145 0.592773 | 0.00464049 
3.85645 0.708008 | 0.00735867 
3.99902 0.499023 | 0.0147785 
3.98145 0.227539 | 0.0186923 
3.74902 0.249023 | 0.0105383 
3.57715 0.114258 | 0.00825374 
3.50098 0.250977 | 0.00343186 
3.62207 0.254883 | 0.0066553 
3.62598 0.375977 | 0.00462424 
3.62402 0.499023 | 0.00269211 
3.56152 0.436523 | 0.00186643 
3.50098 0.438477 | 0.00022458 
3.49902 0.499023 | -0.0007117 -6.22722 49.8992 
3.37402 0.499023 | -0.00380301 -3.73326 5.28344 
3.31152 0.436523 | -0.00431619 -2.42148 -49.8367 -0.201773 
3.37402 0.374023 | -0.00189432 -3.46043 -7.21656 -0.265317 
3.31152 0.311523 | -0.00225125 -2.18771 -62.3367 -0.397303 
3.31348 0.250977 | -0.00109524 -2.13817 -66.6906 -0.507304 
3.37598 0.250977 | 0.000335664 
3.49902 0.249023 | 0.00341818 
3.49707 0.124023 | 0.00590117 
3.37402 0.124023 | 0.00286057 
3.25098 0.125977 | 8.07808e-05 
3.31348 0.188477 | 0.000130097 
3.31152 0.249023 | -0.00110159 -2.10013 -68.5867 -0.51229 
3.24902 0.249023 | -0.00245193 -0.988779 -126.06 -0.552549 
3.18652 0.249023 | -0.00372415 0.0683165 
3.18652 0.186523 | -0.00249637 0.136371 
3.18848 0.125977 | -0.00119388 0.15146 
3.24902 0.124023 | 8.17574e-05 
3.18652 0.0615234 | 0.000193574 
3.12598 0.0634766 | -0.00100882 1.1856 
3.12402 0.124023 | -0.00238455 1.18774 
3.00098 0.250977 | -0.00707791 2.88451 
3.12988 0.37793 | -0.00709518 0.777401 
3.15527 0.493164 | -0.00837836 0.123524 
3.00098 0.500977 | -0.011198 2.41454 
3.01855 0.637695 | -0.0126378 1.77882 
3.13184 0.633789 | -0.0106109 0.09958 
3.20605 0.69043 | -0.00978192 -1.2929 -121.889 -0.0226518 
