418 4
0.000976563 -0.499023 | 0.0547238 
0.831055 1.03027 | -0.00347182 -2.14278 -120.127 -0.631921 
0.823242 1.33301 | -0.00336847 -4.05866 -83.3406 -0.00727941 
0.981445 1.41504 | -0.00718883 -2.21038 -157.48 -0.0332966 
0.862305 1.4209 | -0.00411775 -4.03593 -105.206 -0.00260323 
0.706055 1.4834 | 0.000621873 
0.637695 1.35059 | 0.00213472 
0.522461 1.45996 | 0.00631717 
0.604492 1.72754 | 0.00573943 
0.62793 1.59668 | 0.0037876 
0.758789 1.54004 | -0.000572845 -6.62794 -4.30289 -0.000127764 
0.889648 1.55762 | -0.00405089 -4.6271 -109.619 -0.000180254 
0.930664 1.7041 | -0.00384668 -5.20073 -115.589 -1.01971e-05 
0.963867 1.89551 | -0.00238245 -6.43773 -106.605 -3.00923e-07 
0.813477 1.94824 | 0.00232314 
0.733398 1.98926 | 0.00523848 
0.62793 1.82715 | 0.0061472 
0.280273 1.9502 | 0.0199814 
0.442383 1.56738 | 0.00974188 
0.000976563 2.00098 | 0.0322727 
0.0302734 2.54785 | 0.0427442 
0.500977 2.50098 | 0.0232922 
0.821289 2.83496 | 0.0232394 
0.999023 2.49902 | 0.00879807 
0.756836 2.49902 | 0.0152018 
0.749023 2.24902 | 0.00955783 
0.750977 2.00098 | 0.00491232 
0.875977 2.12598 | 0.00360471 
0.999023 2.12402 | 0.00046164 
1.00098 2.00098 | -0.00170779 -6.94066 -99.8994 -2.40799e-09 
1.12598 2.12598 | -0.00239041 -6.60442 -42.8032 -3.74707e-05 
1.24902 2.12402 | -0.00491824 -5.19512 61.4959 
1.25098 2.00098 | -0.00707791 -3.90585 51.0319 
1.38184 2.12207 | -0.00730394 -3.91161 172.736 
1.25098 2.25098 | -0.00244803 -6.56332 76.0319 
1.37598 2.37598 | -0.00188064 -6.81736 194.32 
1.37402 2.49902 | 0.00119699 
1.24902 2.49902 | 0.00341818 
1.16309 2.36426 | 0.00180687 
1.00098 2.50098 | 0.00880197 
1.00879 2.74512 | 0.0155637 
1.25098 2.75098 | 0.0105617 
1.49902 2.74902 | 0.00640842 
1.37402 2.62402 | 0.0046008 
1.37598 2.50098 | 0.00121555 
1.50098 2.50098 | -0.000688262 -7.36655 250.095 
1.62598 2.50098 | -0.00227957 -6.60869 205.508 
1.62598 2.62598 | 0.00112912 
1.50098 2.75098 | 0.00644162 
1.62598 2.89941 | 0.00967511 
1.75098 2.75098 | 0.0035715 
1.88574 2.88184 | 0.0067733 
1.99902 2.74902 | 0.00189865 
1.87402 2.74902 | 0.00255734 
1.81152 2.68652 | 0.00110666 
1.81348 2.62598 | -0.000671905 -7.48099 54.3475 
1.87402 2.62402 | -0.00115897 -7.32396 6.99158 
1.87598 2.50098 | -0.00452469 -5.74403 -6.61471 -0.00846608 
1.99902 2.49902 | -0.00522147 -5.6128 -50.0948 -0.0158946 
1.87402 2.37402 | -0.00765408 -4.20018 -18.0084 -0.0289306 
1.75098 2.37598 | -0.00665457 -4.54381 86.6773 
1.74902 2.49902 | -0.00359158 -6.05022 100.823 
1.61816 2.37207 | -0.00537718 -5.07928 197.727 
1.74902 2.24902 | -0.0094617 -3.08269 75.8227 
1.62012 2.12207 | -0.0106352 -2.26012 171.474 
1.75098 2.00098 | -0.0140681 -0.440412 49.1773 
1.75098 2.12598 | -0.0119095 -1.73008 61.6773 
1.87598 2.12598 | -0.0128758 -1.40626 -44.1147 -0.20432 
1.99902 2.12402 | -0.0135579 -1.2787 -87.5948 -0.358164 
1.99902 1.99902 | -0.0157117 0.00975662 
1.77832 1.89551 | -0.0158846 0.676362 
1.87988 1.85645 | -0.017166 1.28383 
1.78027 1.62793 | -0.0189071 3.03934 
1.52637 1.53223 | -0.0168584 2.57287 
1.53809 1.82324 | -0.0142344 0.207771 
1.7002 1.76074 | -0.0168576 1.62528 
1.64941 1.90332 | -0.014522 0.0898843 
1.69434 1.91504 | -0.0148302 0.18274 
1.62988 1.95215 | -0.0135924 -0.478506 147.975 
1.52637 1.94824 | -0.0123635 -1.04695 192.769 
1.43262 1.79199 | -0.0131067 -0.263668 165.959 
1.34277 1.87988 | -0.0105292 -1.83453 120.566 
1.22363 1.94238 | -0.00745575 -3.61786 19.5157 
1.11035 1.96777 | -0.0047319 -5.17668 -68.5768 -2.54887e-05 
1.18652 1.63379 | -0.0103469 -1.26861 -44.8584 -0.0245234 
1.00488 1.6123 | -0.006517 -3.37561 -138.698 -0.000853599 
1.14551 1.5459 | -0.010184 -1.04504 -86.9543 -0.0560754 
1.27246 1.55371 | -0.0126456 0.28917 
1.33691 1.5791 | -0.0136136 0.712742 
1.28613 1.62207 | -0.012367 -0.116713 45.9822 
1.25098 1.61035 | -0.0118097 -0.379164 11.9694 
1.32129 1.65137 | -0.0127413 -0.0164821 80.1115 
1.39941 1.72559 | -0.0133282 0.0509977 
1.44434 1.66699 | -0.0146089 0.908658 
1.44043 1.52637 | -0.0156654 2.00107 
1.40527 1.30762 | -0.0160683 3.2691 
1.37207 1.47168 | -0.0149072 1.84723 
1.14355 1.38379 | -0.0110014 0.119079 
1.00879 1.38965 | -0.0079505 -1.65072 -160.805 -0.0794975 
1.00293 1.25879 | -0.00813567 -0.865189 -174.095 -0.39844 
1.24707 1.37207 | -0.0131232 1.35673 
1.13965 1.12793 | -0.0112046 1.67913 
1.07324 1.19629 | -0.00980403 0.457786 
1.0127 1.19629 | -0.00840294 -0.347009 -179.893 -0.757739 
1.0127 1.13965 | -0.00836665 -0.0162363 -185.557 -1.08196 
1.12402 1.1748 | -0.0109164 1.22087 
1.06348 1.08691 | -0.00945526 0.955738 
1.04395 1.02246 | -0.00882017 1.03893 
1.24121 1.03418 | -0.0130323 3.32784 
1.60449 1.1123 | -0.0188768 5.82065 
1.58887 1.45605 | -0.0181095 3.52594 
1.9502 1.45215 | -0.0212402 4.71094 
2.00098 1.00098 | -0.0217078 7.49511 
2.34082 1.34277 | -0.0220979 4.68574 
2.39941 1.1377 | -0.0220635 5.65627 
2.57129 1.12012 | -0.0210576 4.59688 
2.82129 1.05957 | -0.0184428 2.50914 
2.93652 1.11816 | -0.0170084 0.783466 
2.98145 1.24121 | -0.0163764 -0.540643 -174.857 -0.00916461 
2.80176 1.14355 | -0.018847 2.26671 
2.79199 1.32324 | -0.0188436 1.26666 
2.98926 1.29395 | -0.0161825 -0.981785 -170.262 -0.0201381 
2.99512 1.38184 | -0.0158472 -1.65047 -161.745 -0.0565652 
2.8584 1.43457 | -0.0176149 -0.261979 -100.965 -0.0899535 
2.70215 1.48145 | -0.0191864 1.0896 
2.59863 1.37012 | -0.0206215 2.81833 
2.50098 1.50098 | -0.0206883 2.62477 
2.66895 1.62598 | -0.0184863 0.282946 
2.68848 1.70801 | -0.0175332 -0.584893 77.3761 
2.72363 1.60254 | -0.0181377 -0.0567484 35.0176 
2.67871 1.60254 | -0.018588 0.380723 
2.68652 1.54199 | -0.0189634 0.782633 
2.75098 1.50098 | -0.0185584 0.451244 
2.87598 1.50098 | -0.0170247 -0.961041 -106.595 -0.155995 
2.87598 1.62598 | -0.016116 -1.93821 -94.0952 -0.347333 
2.87402 1.74902 | -0.0149427 -2.95269 -80.4886 -0.605435 
2.81152 1.68652 | -0.0163933 -1.68431 -37.8714 -0.451321 
2.75098 1.75098 | -0.0164285 -1.58123 24.2051 
2.79395 1.82715 | -0.0150391 -2.7236 -8.15044 -0.733876 
2.84668 1.75293 | -0.0152607 -2.66015 -60.2991 -0.605079 
2.90527 1.83887 | -0.0134444 -4.14469 -90.302 -0.805997 
2.93262 1.96191 | -0.0113276 -5.66287 -90.551 -0.979765 
2.85254 1.91895 | -0.0130731 -4.25326 -48.1734 -0.910547 
2.79199 1.93457 | -0.0135995 -3.71232 4.36588 
2.75488 1.93848 | -0.0139676 -3.35151 39.2744 
2.64355 1.81348 | -0.0167691 -1.09787 124.376 
2.49902 1.99902 | -0.0152215 -1.71957 199.899 
2.37402 1.99902 | -0.0158128 -0.96172 155.303 
2.31152 1.93652 | -0.016951 -0.049244 100.189 
2.37402 1.87402 | -0.0176541 0.248608 
2.36816 1.75488 | -0.0191383 1.35968 
2.49902 1.74902 | -0.0185916 0.622956 
2.39551 1.60254 | -0.0204974 2.49338 
2.24902 1.74902 | -0.0194617 1.92165 
2.13184 1.62012 | -0.0206886 3.31735 
2.00098 1.75098 | -0.0190681 2.3352 
2.12598 1.87598 | -0.0178758 1.09157 
2.12402 1.99902 | -0.0160579 -0.0970549 -56.8198 -0.392665 
2.00098 2.00098 | -0.0156883 -0.00977463 -99.8996 -0.458031 
2.00098 2.18848 | -0.012333 -1.97358 -81.1496 -0.264302 
2.09277 2.15527 | -0.0132596 -1.67278 -59.7073 -0.387448 
2.18848 2.18848 | -0.0127278 -2.22026 12.2853 
2.23145 2.07324 | -0.0148646 -1.11783 39.8631 
2.1709 2.00684 | -0.0159817 -0.271298 -20.8466 -0.383884 
2.26855 2.11426 | -0.0140943 -1.67606 78.8593 
2.37598 2.00098 | -0.0157747 -0.991423 156.8 
2.31348 2.18066 | -0.0127542 -2.57065 126.304 
2.37598 2.37598 | -0.00836111 -5.09482 194.3 
2.18652 2.43652 | -0.00720828 -5.08322 35.3894 
2.12598 2.31348 | -0.0100469 -3.49064 -24.073 -0.200357 
2.00098 2.37598 | -0.00827469 -4.11317 -62.3996 -0.0605779 
2.00098 2.56348 | -0.00351321 -6.42854 -43.6496 -0.0071014 
2.18848 2.56348 | -0.00390799 -6.67522 49.7853 
2.15723 2.65723 | -0.00124661 -7.8238 33.1445 
2.21777 2.68652 | -0.000399322 -8.37286 88.4739 
2.18652 2.74902 | 0.00149655 
2.00098 2.75098 | 0.00195139 
2.15918 2.96387 | 0.00862894 
2.27832 2.86816 | 0.00538905 
2.41699 2.83301 | 0.004638 
2.39941 2.66504 | -0.000638946 -8.86394 237.52 
2.35449 2.64941 | -0.00125331 -8.42116 206.486 
2.54199 2.58301 | -0.00220331 -8.71979 253.116 
2.7002 2.60449 | -0.000272063 -10.3631 156.652 
2.74902 2.64551 | 0.0014092 
2.65332 2.74316 | 0.00336855 
2.5498 2.94043 | 0.00901459 
2.75098 2.75098 | 0.00459103 
2.9834 2.87012 | 0.01153 
2.87402 2.62402 | 0.0023215 
2.93848 2.56348 | 0.00154416 
2.93652 2.49902 | -0.000200713 -11.7036 -38.312 -0.0874622 
2.99902 2.37402 | -0.00233231 -11.0209 -62.5946 -0.274352 
2.87598 2.31348 | -0.00553226 -8.70915 -25.3452 -0.400197 
2.81152 2.31152 | -0.00640555 -7.93126 24.6286 
2.74902 2.49902 | -0.00261111 -9.50888 100.85 
2.6123 2.25684 | -0.00963103 -5.33686 189.879 
2.62402 2.12402 | -0.0121638 -3.98289 169.134 
2.7041 2.07715 | -0.0122649 -4.22913 100.401 
2.75098 2.12598 | -0.0108899 -5.21587 61.7051 
2.78223 2.21973 | -0.0087117 -6.56712 41.8351 
2.87402 2.18652 | -0.00822464 -7.25719 -36.7386 -0.719641 
2.93848 2.18848 | -0.00727566 -8.08981 -70.0714 -0.732058 
3.00098 2.00098 | -0.00966873 -6.96778 -99.8997 -0.99999 
3.00293 2.1123 | -0.00773004 -8.13977 -88.7448 -0.900326 
3.12598 2.12598 | -0.00535135 -10.1038 -42.8428 -0.847716 
3.12598 2.18848 | -0.00415481 -10.7779 -36.5928 -0.714024 
3.18848 2.18848 | -0.00295828 -11.7824 12.2595 
3.24902 2.12402 | -0.00295731 -12.1124 61.4403 
3.25098 2.00098 | -0.00503885 -10.8774 50.9763 
3.38184 2.12207 | -3.05016e-05 -14.5182 172.699 
3.25098 2.25098 | -0.000408965 -13.5349 75.9763 
3.31348 2.31348 | 0.0022966 
3.37598 2.25098 | 0.00237473 
3.37598 2.37598 | 0.00515842 
3.24902 2.49902 | 0.00537912 
3.24121 2.34473 | 0.00144519 
3.10059 2.36621 | -0.00078897 -12.4091 -34.4282 -0.284687 
3.03027 2.38379 | -0.00159289 -11.5774 -58.9224 -0.254292 
3.00098 2.50098 | 0.000841035 
3.24316 2.60449 | 0.0081079 
3.0752 2.68262 | 0.00714121 
3.13379 2.77441 | 0.0110074 
3.4502 2.79004 | 0.0184121 
3.50098 2.50098 | 0.0113508 
3.6748 2.81543 | 0.0253466 
3.95605 2.50293 | 0.0253135 
3.99902 1.99902 | 0.0162492 
3.90527 1.7334 | 0.00942471 
3.74902 1.73145 | 0.00431908 
3.71387 1.62012 | 0.00218292 
3.6748 1.52832 | 0.000328431 
3.58301 1.61035 | -0.00168901 -13.8853 141.117 
3.55566 1.76074 | -0.000977431 -14.5567 167.01 
3.5752 1.87012 | 0.000902192 
3.63379 1.79785 | 0.00163178 
3.6416 1.93262 | 0.00364943 
3.57129 1.97559 | 0.00231967 
3.4834 1.95605 | -0.000312698 -14.8464 194.785 
3.33496 1.8291 | -0.00566095 -10.7399 109.197 
3.28418 1.92871 | -0.00543535 -10.752 74.796 
3.36816 1.97754 | -0.00280826 -12.7758 149.135 
3.26855 1.93848 | -0.00562843 -10.5694 61.2535 
3.19629 1.95605 | -0.00685789 -9.50362 -4.09841 -0.909383 
3.08691 1.96582 | -0.00876903 -7.86517 -81.621 -0.975723 
3.09668 1.83105 | -0.0104774 -6.73403 -90.0813 -0.789588 
3.22754 1.68848 | -0.00955554 -7.59163 -2.29174 -0.437986 
3.07324 1.59863 | -0.0132854 -4.38802 -124.548 -0.3037 
3.15137 1.54004 | -0.0122927 -5.13518 -83.1499 -0.202593 
3.28809 1.52441 | -0.00960825 -7.33158 37.9534 
3.40332 1.68066 | -0.00570982 -10.7373 141.206 
3.46387 1.49707 | -0.00564389 -10.4843 145.847 
3.36621 1.33496 | -0.00871738 -7.41733 83.5126 
3.29395 1.39746 | -0.0101429 -6.50929 30.598 
3.23145 1.46582 | -0.0111546 -5.90253 -20.9067 -0.109206 
3.22949 1.19824 | -0.0119014 -4.08704 -49.4913 -0.00375637 
3.29395 1.04785 | -0.0103013 -4.37203 -4.36293 -1.18786e-05 
3.30762 1.15723 | -0.0102135 -5.22198 18.8067 
3.41895 1.1709 | -0.00763325 -7.40949 98.0315 
3.54395 1.0166 | -0.00410176 -9.13764 95.992 
3.6416 1.17871 | -0.00171332 -12.1877 62.3577 
3.51074 1.30566 | -0.0052079 -10.1115 130.228 
3.66699 1.38965 | -0.000619674 -14.1255 63.7452 
3.7002 1.47168 | 0.000743958 
3.74512 1.33887 | 0.00156671 
3.75098 1.26855 | 0.00160228 
3.85645 1.4248 | 0.00544348 
3.96387 1.2666 | 0.00865663 
3.99902 0.999023 | 0.0102688 
3.87012 0.782227 | 0.00713826 
3.69434 0.944336 | 0.00048404 
3.71191 0.881836 | 0.00137113 
3.64551 0.901367 | -0.000713256 -10.8346 31.7359 
3.60254 0.94043 | -0.00215507 -10.0453 64.0045 
3.59473 0.856445 | -0.00186708 -9.49453 59.88 
3.61426 0.750977 | -0.000482528 -9.50594 38.1098 
3.63965 0.788086 | -7.73918e-05 -10.2225 24.7177 
3.65918 0.836914 | 0.000110368 
3.71582 0.754883 | 0.00245841 
3.67871 0.709961 | 0.00176724 
3.5459 0.737305 | -0.0022447 -7.95489 67.5502 
3.57324 0.635742 | -0.00045819 -8.19855 47.9917 
3.51465 0.500977 | -0.000330657 -6.55911 49.4673 
3.65723 0.536133 | 0.00314229 
3.69434 0.620117 | 0.00319304 
3.99902 0.499023 | 0.0147785 
3.74902 0.249023 | 0.0105383 
3.50098 0.250977 | 0.00343186 
3.62598 0.375977 | 0.00462424 
3.62402 0.499023 | 0.00269211 
3.56152 0.436523 | 0.00186643 
3.50098 0.438477 | 0.00022458 
3.49902 0.499023 | -0.0007117 -6.22722 49.8992 
3.37402 0.499023 | -0.00380301 -3.73326 5.28344 
3.37402 0.374023 | -0.00189432 -3.46043 -7.21656 -0.265317 
3.37598 0.250977 | 0.000335664 
3.49902 0.249023 | 0.00341818 
3.37402 0.124023 | 0.00286057 
3.25098 0.125977 | 8.07808e-05 
3.31348 0.188477 | 0.000130097 
3.24902 0.249023 | -0.00245193 -0.988779 -126.06 -0.552549 
3.18652 0.186523 | -0.00249637 0.136371 
3.18848 0.125977 | -0.00119388 0.15146 
3.24902 0.124023 | 8.17574e-05 
3.18652 0.0615234 | 0.000193574 
3.12402 0.124023 | -0.00238455 1.18774 
3.00098 0.250977 | -0.00707791 2.88451 
3.00098 0.500977 | -0.011198 2.41454 
3.00488 0.633789 | -0.0128157 1.98335 
3.1377 0.651367 | -0.0106973 -0.049244 -182.17 -0.0380615 
3.26855 0.508789 | -0.00630418 -1.82238 -81.7152 -0.128341 
3.30176 0.776367 | -0.00856665 -3.27474 -24.4789 -0.00559571 
3.24121 0.981445 | -0.0111811 -3.10673 -60.1761 -2.85341e-07 
3.1123 0.848633 | -0.0129424 -0.392262 -179.342 -0.00139003 
3.00879 0.879883 | -0.0149339 0.997464 
2.99902 0.999023 | -0.0157117 0.573993 
2.87402 0.799805 | -0.0163554 3.0958 
2.83301 0.536133 | -0.0140858 4.46264 
2.65332 0.870117 | -0.0193568 5.14316 
2.00488 0.80957 | -0.0205949 8.36132 
2.41309 0.536133 | -0.0176387 8.0964 
2.23145 0.237305 | -0.0132223 9.48722 
2.56934 0.0927734 | -0.0088764 7.72749 
2.82324 0.358398 | -0.0115328 4.97243 
2.94238 0.133789 | -0.00562062 3.78799 
2.99902 -0.000976563 | -0.00169217 3.06911 
2.83691 -0.0791016 | -0.0020824 5.12029 
2.97559 -0.176758 | 0.00246996 
2.93066 -0.477539 | 0.0109801 
2.84082 -0.325195 | 0.00486871 
2.6416 -0.479492 | 0.00765706 
2.57324 -0.274414 | 0.000632066 
2.49902 -0.000976563 | -0.0071824 8.27066 
2.24902 -0.250977 | -0.00142264 9.41188 
2.25098 -0.499023 | 0.00639279 
2.49902 -0.500977 | 0.00732736 
2.02051 -0.700195 | 0.0139296 
2.36035 -0.862305 | 0.0202881 
3.00098 -0.999023 | 0.0322727 
3.03027 -0.452148 | 0.0116895 
3.01855 -0.243164 | 0.00502754 
3.20801 -0.239258 | 0.00837543 
3.50098 -0.499023 | 0.0232922 
3.99902 -0.500977 | 0.0387981 
3.74902 -0.750977 | 0.0395578 
0.922852 0.897461 | -0.00527362 -0.0708734 -192.984 -1.46255 
0.941176 0.941176
